"name","area_11_1_856_S25_noOTA","area_11_2_856_S25_noOTA","area_11_3_856_S25_noOTA","area_11_1_15_S25_noOTA","area_11_2_15_S25_noOTA","area_11_3_15_S25_noOTA","area_11_1_92_S25_noOTA","area_11_2_92_S25_noOTA","area_11_3_92_S25_noOTA","area_11_1_856_J25_OTA","area_11_2_856_J25_OTA","area_11_3_856_J25_OTA","area_11_1_15_J25_OTA","area_11_2_15_J25_OTA","area_11_3_15_J25_OTA","area_11_1_92_J25_OTA","area_11_2_92_J25_OTA","area_11_3_92_J25_OTA"
"group","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA"
"D-Arabinonate","10586063.8921847","10613924.4780451","10632796.7079733","11444251.2966558","11250194.3386383","11022223.3416129","11365774.4333684","11211466.9947116","11234525.4903521","10684772.3534054","9052921.95560416","11136429.5182452","8881419.70114613","11412988.9560653","10798578.7036812","11160920.9085287","10958078.0271836","8809359.25214998"
"D-Iditol","6980268.89277061","37185655.0330605","12028572.8591903","5341740.3954326","6440141.73600008","8491331.25570168","4927139.30422443","4366116.58329259","4561109.4717638","12278533.2459186","8943924.55944006","9114625.09905818","5714272.07643514","17955986.7234955","23309127.446102","8018748.58909373","11139078.4413664","4432593.80344199"
"D-Methionine","733300.018316365","1088069.6195459","1214543.44389488","4492382.3863585","750814.655093272","1013858.86350008","1614894.39152186","1377712.59478168","769338.622743029","370206.246059427","406078.568481068","374318.819758283","1456973.22253306","156638.751435466","650208.888252659","1039914.20132894","2422496.09675939","1231239.87669929"
"D-Phenylalanine","2974039.67273913","4669791.96965924","1711717.8460933","13587321.0689116","4047294.52461405","9478469.84002534","9350377.11573692","5539795.06914258","4715152.08582493","8624495.7496978","8918703.58444171","3148860.9772129","18534049.6535978","2961421.24519563","6109378.86447204","15023176.9006261","12805666.468244","14793508.5687603"
"D-Pipecolicacid","4402521.5944861","4960397.93623199","4635045.61223494","12227804.4521792","14127781.4515747","17038286.9294982","24412978.7338561","28376309.0817959","24068643.1845573","3006113.77445533","1605015.00914881","1809390.53200678","13631249.2687719","3753089.6955854","10085411.3314864","15467819.3093163","22778197.4579971","17195793.6184007"
"D-Proline","10796344.7802606","14809767.9814447","17532897.5162392","52461781.6056232","29169747.7243112","33150456.0279685","41869767.6449879","52094619.1349792","51312323.7110727","16795425.3114776","16192980.2442385","15860235.1228637","36208977.3105478","13567046.9157704","21915862.3613991","62890686.6022968","48152282.0434461","66034870.8569125"
"D-Tryptophan","57071.6625243477","224277.843526479","267240.509842028","669271.347357725","1069710.80201061","1131939.14164122","333789.086439988","1046240.94293195","856237.857201952","188509.671596732","460240.270993936","452178.995183955","918968.366611168","81055.1368611517","1445330.16600615","1254421.98348151","1903516.77843804","1354074.60603297"
"Damascenone","143538.459686251","52194.2004523183","234597.149725905","148725.056708058","3922.10479608328","111677.166397798","256168.930318766","144598.894631399","254338.140321974","177567.996402629","556658.445074119","164066.333436365","101578.89998794","28266.37326082","3790.88689220753","154524.043107912","17208.9841923046","159611.161877531"
"Daryamide A","21758.8042764551","58947.873728421","49361.1614399958","312120.970280099","108189.957978816","162297.203839674","8368.53119919644","27529.382602229","92624.0601921935","527678.271922759","392274.682754878","229333.233906708","1242842.06423451","57903.9874260693","1298565.81683389","841530.956865133","1980520.23165021","758336.70839381"
"Deanol","438701.923493639","442340.840792681","508816.393338554","1107887.70174289","1076266.67963349","1114149.16949447","850657.830480995","785627.338694302","879664.214892012","866324.679270097","299179.464048015","511603.100664881","1115626.9095358","433496.819149826","748014.287982235","1235567.17043182","1936381.322179","1128203.82480412"
"Decamethylcyclopentasiloxane","12119959.5643743","12005176.3681641","12097565.6831214","12570978.2786571","12966513.3288553","12471431.0172715","12637956.5347869","12682238.4905524","13251870.2009406","12796429.6985886","12869512.8333457","13381147.0897122","13120310.8804165","13214484.4269481","12594942.9507193","12625767.6864261","12340419.6565498","12304325.8959792"
"Decanophenone","115859.539320523","120822.505304903","142826.013182383","113607.668051108","154480.118942349","144963.775625017","228636.976869025","218662.519724386","221536.668925337","48746.9869056901","36278.0863777516","40112.3291655646","66944.3988407697","17954.9821610906","28180.5375172543","128660.137786947","388926.412575675","137934.62927466"
"Deoxyvalidamine","4657515.89115458","4022680.56381618","4723447.16620093","45447129.7233051","47656159.461285","58841131.450376","50088401.8812758","61089111.0050367","72936155.960436","21805460.2643796","6743028.46229857","11560165.5423993","34250624.3706003","19385391.3591953","27957745.4294609","26145156.6368917","45079758.6995408","21981620.6200903"
"Desoxycortone21-D-glucoside","77949.6636990528","82652.6873668196","102432.637251574","30381.9333065184","26579.7485690499","30570.0521725477","44003.0931114791","24870.5897816571","33042.3807600306","121051.309064391","116997.246549465","139186.252925453","120746.094759406","85965.8417199026","97398.5452972668","34458.3666890534","78244.4679293246","41124.1933375148"
"Dethiobiotin","83838.7612121339","118317.752696333","119177.330765038","772304.230305101","26179.084710479","29032.1754320246","323367.79713837","81307.9387465272","355843.769849897","344144.427817731","834901.125902627","152132.60072379","946912.290403107","567670.184008844","50181.2384568701","1628829.99885737","2339824.20627211","635301.575523401"
"dibutyl azelate","7497275.91252115","7371304.73588412","8768637.45198695","3930678.29301601","3473026.39890283","4504286.41627638","2194533.68001931","2165556.56078454","2903670.7763039","5374282.42658594","2295746.90671099","3459598.16585861","3249357.61011981","2295066.84510959","4272819.4385092","2735643.07331492","4866606.54523081","2815953.1015435"
"Dichotomocej B","102662.790986473","96358.7100294223","132392.834336907","108867.764419994","105892.49041581","123162.167489547","104054.738918423","100006.493075214","112425.558957346","197590.454484336","218512.68599022","310105.726958155","554620.70804328","269382.739958556","358780.018956989","324476.693050957","309494.459394639","249452.689504749"
"Dihydrouridine","322096.308210158","381242.870873223","400390.380403103","309101.497885412","438650.889687555","553945.72260642","192223.937558522","504023.781526706","808797.527359528","460071.155254572","379058.065463389","519663.21757798","622775.544586218","392051.566577145","936344.327561388","554730.349572506","998483.056151178","442629.419894225"
"Dimethyl Adipimidate","131943.386702242","197128.882854277","208313.369234203","522854.032169758","339968.932795876","393008.600793673","458415.08379233","87054.2916890909","149026.632169101","1058781.98582844","2784106.20348204","209249.563557104","504956.583682298","669662.277213884","593782.934557165","1839749.38309301","495736.824925896","2056896.30049167"
"Dimethylpyruvic acid","15045990.3403743","11932322.5032897","15480882.2240625","3872220.74789876","4863069.72932074","6558898.05593526","5857406.46317627","4812360.48953913","6679431.28612158","35267635.2391564","26077918.0762044","31858170.0734273","15936132.2234947","19039221.6875417","16842170.1322466","8050929.47011412","11419571.1296566","8901673.01012131"
"Dimethylsilanediol","285434.93123034","368926.646856813","37767.3040703125","209770.388799227","18758.5651135373","43435.1828616468","197934.968164507","38607.285036686","74570.7463396723","88616.4120205178","279010.334277196","107244.025009848","230619.196461184","244594.640894344","65928.2166623217","182536.937847795","67772.9100375896","265787.273787008"
"dimethylsilanone","2674890.64137225","3261888.22042186","3484960.67911177","2034638.91011433","1787759.5685867","804349.892298871","2261637.25549248","796415.628664068","3581019.05471232","2137671.14962645","2588865.75067862","3223624.38265926","2635693.80696105","2767880.12076887","1686081.32789876","2265159.97317778","2942178.30828684","2135608.86959795"
"Dinemasone A","1420394.66786621","1362035.52210892","1530512.31894898","2015001.79983727","2307051.95276324","2538801.86061817","855581.834990971","1259815.33281235","1455118.36407122","2987522.09265963","5454081.28154049","5299605.96319476","5176165.240656","9847538.94655037","8192439.6377714","2817351.92195899","8091515.35762519","2772533.73533152"
"Diroxamel fumarate","302360.085244903","389307.365970844","579703.364372776","462237.228879672","392614.794787175","618210.4990293","25997.2101850166","39650.1598950357","20449.2077422356","533369.351678397","456593.45426694","335906.557339519","413248.234715023","164331.058693126","323523.978857054","110807.112193309","142745.882961346","108717.857587007"
"Dodecanedioicacid","1066984.13937772","1280307.88852019","1760505.47003544","261522.948611041","277218.826878958","437296.849330607","227027.875346876","281766.161067283","327187.176915931","475180.565173954","798893.735170754","644896.866715585","330231.864613586","177526.861179172","198408.895686687","644504.132611702","652004.599023843","751895.391077896"
"Dodecyl (1-octanoyl-3-oxo-2-piperazinyl)acetate","28488.7900480503","41964.9780432111","43972.3397650243","12508.9005744307","45180.4679088074","65389.0038746262","53095.9803814763","23199.0582682008","210451.844983838","72004.3149173687","149001.82650579","118704.41637073","68420.6635682922","50331.6472896864","18843.1957120006","53502.497176025","9474.50485921283","67348.5885042258"
"Elaiomycin L","16480.7303673956","13272.5020243387","23592.6667097039","21551.3083832234","26256.3785513592","65554.8885202972","189874.014075231","91682.1178599058","306047.758668346","116670.78204377","19398.6271016872","32169.9868157579","166093.574385769","49851.7129034309","253701.485764915","199470.244009078","691462.198398983","151885.6032965"
"EM7350000","646224.251183845","1963509.46640451","763794.597851327","917812.030300689","2179844.66990088","1749416.55108451","859254.273602284","1297544.96157429","942267.408223844","3905774.45514142","2795768.43249266","4230947.82145993","3426588.01399027","3089136.20133907","5574507.69274111","1163325.13680847","3509483.0915452","1090741.50937057"
"Enamidin","1193088.29423191","333200.876142803","402529.145390874","1120803.50973726","1162948.18089692","1899784.3173507","49743.9657451484","67458.0686468067","145984.297571755","217063.445269796","40778.292009261","29320.6313728692","98330.6001015789","34581.5802724089","73302.1412558343","49721.2477354698","80711.8686452262","44795.3160311455"
"Ergonine","994990.978171325","1080816.92823943","1177029.54773912","1326905.9037483","559306.19892766","529200.338712984","1268898.72893648","949901.821054316","858974.482873694","1575053.96903671","2005938.27034797","1242022.59647318","1573674.25370555","1818631.34463127","915081.787957254","1510013.16182085","1462456.06703679","1789191.39161172"
"Ergosta-5_7_22_24(28)-tetraen-3beta-ol","786624.184118457","576734.78825465","654563.647225125","790109.328779572","7522.62636948744","42524.4330111658","480893.534871037","62479.6379009871","155138.314110054","535900.827572973","253163.616324716","50795.3349748071","211285.655969815","197499.736367279","6025.64229361024","513267.243714253","174040.609441472","924200.083828651"
"Ergotryptamine","175217.558301336","177463.299090631","232289.718966952","77038.9842792934","29926.9232736801","46176.1167535378","132494.897061396","88290.2761141693","109451.632170887","266026.780810825","128208.751443054","160400.183812382","81353.1375023474","84604.3889425259","73994.0155802396","22369.4446919697","165806.690716779","165288.993929869"
"Ethanol, 2,2â€²-[(2-undecyl-4(5H)-oxazolylidene)bis(methyleneoxy)]bis-","95798.2140651858","135712.253655064","176093.495929144","167036.14444838","168843.957546209","175797.066434985","329924.235146154","163794.679773119","182682.310257169","320578.943518286","110114.218343211","157001.11093705","170115.230861701","46740.6692741283","90464.1810723432","678070.49484404","1464658.65790927","731121.923871424"
"Ethanolamine","369028.382830046","241277.681758424","273124.126322714","404005.138262111","461739.674069162","645862.960230729","744236.317641535","913990.974328394","880659.522977876","365550.518501436","226915.003414288","254564.501857993","562949.552239288","568647.566065682","443504.724443076","893299.884394426","809235.435514167","697729.952253462"
"Ethyl 1-Boc-4-isopropyl-4-piperidinecarboxylate","100693.125708426","104619.955427762","115088.676765846","116626.25510173","106696.954152123","62061.2212197245","98258.3384453554","108499.269270739","103774.586463998","111821.331931044","121947.337354783","117806.352694691","109415.177148195","113675.861958397","101001.858762545","106026.206755046","91437.4776074343","110048.746676683"
"ethyl 9,9-dimethoxynonanoate","143867.872091816","146477.252813358","192736.338051265","148764.935411446","145911.786702195","181995.310900653","91650.2162862475","94744.893761861","96613.8526093455","415433.13854735","91680.1464662746","175739.613278917","905508.12006106","785118.399274657","1438199.10560078","200029.44740513","566656.393368716","229742.283834777"
"ETHYL LAUROYL ARGINATE","4340582.08313114","6921434.16631078","6619111.84090765","4432522.39814876","6824080.80236603","6371879.21254412","4600086.74529358","4769224.31976979","6831750.18401374","4258247.87638239","4417219.67143068","4659393.6339906","4445548.52007834","4453433.20429955","4845538.9981898","4675891.78632959","4757679.66874097","4583236.76281072"
"Ethyl N-Boc-DL-nipecotate","766430.710636494","734920.007874811","876285.421258779","1296351.07726886","1332023.22782587","1432688.59887167","246792.400955927","264941.086912347","571409.778559913","383795.33385793","716096.597269772","733245.129987515","779596.367234876","840705.34399578","760154.471644947","234861.172214705","633605.991260357","184335.387316177"
"Etrogol","135326.441666883","191348.986398364","217707.365384752","275106.260761024","206894.082787967","232021.15151775","311685.096114746","282778.783872441","315156.041304461","76476.4938445405","95449.6020289937","76608.045659579","154679.410110471","59952.1386718894","67289.0884133647","178260.56934577","158627.647259549","125347.963688118"
