"name","area_11_1_856_S25_noOTA","area_11_2_856_S25_noOTA","area_11_3_856_S25_noOTA","area_11_1_15_S25_noOTA","area_11_2_15_S25_noOTA","area_11_3_15_S25_noOTA","area_11_1_92_S25_noOTA","area_11_2_92_S25_noOTA","area_11_3_92_S25_noOTA","area_11_1_856_J25_OTA","area_11_2_856_J25_OTA","area_11_3_856_J25_OTA","area_11_1_15_J25_OTA","area_11_2_15_J25_OTA","area_11_3_15_J25_OTA","area_11_1_92_J25_OTA","area_11_2_92_J25_OTA","area_11_3_92_J25_OTA"
"group","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA"
"3-Hydroxy-2-methyl-4-pyrone","18349960.350413","6244803.24038075","7408371.54987964","11393122.2016801","8458540.80389632","14493763.1778972","1881743.26120463","1626453.87501471","1741665.37594241","6877680.7183504","7148706.24715873","7094982.68076825","14233386.64355","15006123.1453815","14836350.9266715","1930022.19450495","8537125.20952711","1702242.9560903"
"3-hydroxy-N-(1-hydroxy-3-methylpentan-2-yl)-5-oxohexanamide","1264905.6003226","1321605.83870378","1336648.79859361","1324033.19333219","1398032.87023861","1680418.83064173","1780383.62534433","1995123.32331334","2599074.35841851","2299799.25573148","1276231.18488505","1348486.34181545","1288674.30533305","751263.904890163","1190684.61299637","1778912.90202464","2118032.4099269","2259439.35758629"
"3-Hydroxyaminophenol","562243.559742783","460160.542388869","642580.333843685","665753.216539424","597814.63811428","690658.114794277","705145.553295672","589747.933704131","700690.997913691","1048844.94057816","2647834.22574627","833681.662981377","1825593.04654431","1419283.19458948","1980550.89590753","390212.269583345","911602.659584569","452811.883057976"
"3-Hydroxycyclohexanone","2896563.87485325","2923179.05702188","3356680.45002281","2494655.0293249","3271843.28204046","3248540.91735771","3259236.75726616","3136238.51148329","3275870.28727412","2511575.65358884","2718428.975414","2755861.02226995","2993002.90816845","2831419.16506289","2792644.97523644","2748020.77624105","2675437.18319529","2792800.85719693"
"3-Hydroxypropenoate","184220.232095692","88751.2253666275","147043.528383887","377248.328574776","327293.984737223","478359.534125879","223280.09083974","268889.4304151","219913.786286773","520705.423423145","168367.767371173","216149.244147524","769278.069438522","361850.566656039","646432.9567726","362980.932532073","1441279.60318337","202528.818668185"
"3-Methoxy-4-hydroxyphenylethyleneglycol","164899.656526307","196620.215275212","201478.648774708","855689.442717229","878371.815922514","1018247.6151389","136731.201169813","109953.041204186","117407.121260848","931763.920149865","1352161.24909874","1456976.60395447","2977763.9081522","3239159.74720064","3293737.68281206","592396.861572391","4954386.45210107","371246.759185816"
"3-Methoxy prostaglandin F1α","955137.050309046","903382.013604399","1074951.94042683","460836.394491697","669559.55047969","713136.317209466","609114.709507933","543342.741350019","479326.665565685","690367.606870735","408488.201020573","781408.144362402","658607.79812584","609626.811484734","548920.768609518","280379.215026545","647006.026386238","270598.120473918"
"3-Methylbut-2-enal","268506.207068206","280370.963494823","254645.262236998","449988.050841028","303522.749546794","312137.585279898","209844.63138409","182375.685090033","212052.516974058","1624072.75280245","1145948.21287661","1463115.00522872","1793075.41965256","1454271.68214247","2860069.13700647","762773.218150607","2152718.33826538","1171409.10532908"
"3-Methylbutanoicacid","323031.561164888","463871.599849927","403377.815533138","752679.898330746","1418135.34387498","1437783.685212","290115.777316657","781771.209007309","670086.643293559","448593.673239432","619626.186846405","1166469.00049346","1693121.34943017","1642812.29069461","4132269.15696196","409562.597511408","2978986.53868213","383853.998239822"
"3-Methylcrotonylglycine","548751.404886043","416992.755496706","459030.780912294","807332.779663926","806649.502997642","955588.349900539","536721.862934979","564816.127882723","1099075.05665018","763074.172736644","324633.591144082","483587.328277488","1101133.12395444","563946.535683744","832806.086190203","348692.568137959","856793.055697628","331362.009127277"
"3-o-methyl-l-xylose","6529240.84692465","35030225.6313181","10930888.7644937","4126792.91460317","5272902.63627946","6770791.81930704","3641733.99899608","3054038.54761101","3271335.34014573","11294783.6246405","8210924.41655182","8652890.58521914","4991779.19449782","16641580.0073649","21120298.8297805","7401221.43764105","10136159.0683505","3810726.95509303"
"3-Oxa-6-azabicyclo[3.1.1]heptane","50460467.3284857","76313124.7015287","95952751.116633","27210000.5296684","26261612.3637628","33731126.4271978","20669460.1887122","32731564.547992","54915003.0415579","45411522.7469985","40891951.1608626","46740729.2587302","44616023.5844364","19864823.7003466","57258503.5348527","65155104.8828217","82689510.6057751","71593220.3794766"
"3-Oxododecanoicacid","151434.54592958","111307.346933435","149318.610955596","68696.5342438919","61597.599331896","68768.9094820526","99453.4981440809","123345.370014496","140805.227744754","202122.835064553","301202.46248183","309417.932594943","207304.381943395","204825.035543369","210645.369541678","288050.661157146","5856800.33803264","339494.565838506"
"3-Ureidoisobutyrate","170242.855978438","346554.472595929","694763.35213359","257155.860611776","251482.050765873","337661.409625337","41900.2493535328","56268.2331560814","36335.9029328625","403318.198985639","574778.904591981","344229.54769256","594131.493296297","74655.9759791565","414026.69748282","658606.865362906","1168440.00572504","802961.378681278"
"3,4,5-Triethoxy-N-(6-methyl-2-heptanyl)benzamide","10648.8308592209","21156.421086456","21653.4178818619","16668.7594639566","33364.0774800756","28792.4856109433","37236.0065230037","33894.9185098378","25755.502445188","92332.9674688213","25714.7985313076","79000.0543490321","58064.0058686975","15095.9110159886","23864.6607384925","93635.0247929279","341143.140983693","78337.2824790254"
"3,5-Difluoro-4-(tributylstannyl)pyridine","558473.174662771","543151.118420767","548026.259742606","531496.84041736","561664.467728468","528398.423335428","545479.073724621","541169.221605938","552153.999196943","491842.524007805","556538.920292908","556064.039716078","522236.764592552","531348.376057713","529100.641243899","559502.268424409","555208.755680516","509274.023160193"
"3,6,9,12,15,18-Hexaoxahenicos-20-yn-1-amine","87799.415685542","67584.3131070422","71699.4715765847","23912.4270849257","30279.451226669","46182.6221690716","3820.71071717028","7104.50209095337","4781.47482385301","161082.740183459","129120.903622223","187812.29289182","100074.86046796","96212.1789829126","104582.833272917","7596.36603540944","43759.7698912793","8337.2448651815"
"3_4-Dimethoxycinnamicacid","27572.1298803251","79123.5451457091","116420.517440181","137642.88690593","128750.208238982","151858.901025014","128129.968944429","353329.314610348","520679.675778168","6792.57390458505","202536.62121279","61033.2422116212","46958.5436346095","3195.62333587076","59051.1561108371","157693.111971896","50724.4090777671","91281.1893404739"
"3_5-Dihydroxy-1_4-naphthoquinone","421356.960349253","330212.166828577","386047.197422373","23862.6268021835","22811.6008054461","19667.9212912299","29570.3001560865","17764.6396374917","32678.2444157049","292637.928636828","331519.863753445","362871.002702476","47763.2749834522","88897.7977223367","80046.036437253","25588.6905869984","30467.7275441063","42363.9961380641"
"3_6-Nonadienal","2085607.80075429","3137968.56799414","4563741.61562427","715195.253676902","812912.982948959","835124.012782317","812538.917659313","689438.694730469","941232.625512656","3852613.26324593","1237547.59130977","4508073.09338487","2805023.84482753","2954364.50808205","2886682.46751379","1663536.33064822","1852558.76130049","1764076.36763358"
"3S,4R-(+)-4-hydroxymellein","74660.8002231257","51240.1167983493","57326.6070898777","317383.228744185","227721.335412582","238164.03063851","106142.451434727","140898.280314266","310496.458798313","31999.7521953195","20380.206102075","34144.8641865987","463764.767362381","628174.83916948","660980.259538507","223249.668429724","286196.166650565","201730.08566336"
"4'-hydroxy-6,7-dimethoxyisoflavone","9091149.52365038","9690322.41909492","10683407.2064256","3594874.34051034","3893801.39584771","4270241.15816152","2949209.00757028","2189856.2973112","2539604.4193916","8688557.04007219","5691474.65390802","8894676.92163681","7417871.92103628","6863239.25529273","7307535.989157","3681178.49400562","5888723.41826239","3773690.12326591"
"4-((1-acetoxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoic acid","125772.157985372","139611.830230607","173756.375143879","67264.1211046896","66803.4987361989","83230.509804882","40379.6865412074","35626.0107950855","49806.9868915786","171009.281159103","228358.848762991","231868.318927739","372531.125128204","536839.891680302","500707.532870744","123974.862399385","586057.870497934","111191.374884398"
"4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole","2840088.13357643","2739398.43536452","2797681.62926325","2814115.92936767","2997203.87148792","2794311.48078162","2953076.28630742","2863742.72980257","2892491.90484253","2724662.73585247","2803729.77590015","2850952.41748665","2915681.298739","2885324.01620599","2782077.04430284","2873451.44314526","2787981.15087716","2848160.62270416"
"4-(beta-Acetylaminoethyl)imidazole","95839.8443960809","201616.267539118","178621.559130798","108245.25382921","184125.269300342","186399.489839694","224743.35676019","266237.06139795","290394.803226128","389248.858323337","117852.986140711","209434.977767191","1107176.08871654","208289.581709363","893650.824949639","254909.329096769","516493.361197186","214197.641081818"
"4-{[3-(1H-Tetrazol-1-yl)propanoyl]amino}benzamide","1017425.68407564","2546408.00406581","2435465.65024824","1072435.79556668","3773884.21719488","2264850.38992673","1277607.51363971","4245921.08895638","2050023.12891032","664621.773238448","1116807.99375221","2643641.40155933","2332536.55929228","2885319.40723874","1863267.62804184","1184560.15240945","1780841.8886796","1256132.09513031"
"4-Amino-2-[bis(2-methoxyethyl)amino]butanoic acid","15272539.8788518","13758639.7755264","18718391.5007206","5333584.25895655","6818016.7544837","7331832.79450475","8522017.01614928","8867897.60410098","10586917.0453965","34744629.1318409","17443819.1570395","26502183.2048755","19978574.8887895","6830618.51031224","23178100.5333821","8717373.85621671","35129644.3540194","7092646.92912843"
"4-Aminohippuricacid","402060.899123402","398957.557039381","333384.490669206","155950.45396411","92655.2440430049","76995.8369359973","157724.170949272","237281.730900221","291421.741954702","238541.276213225","334001.314045645","620656.182852276","129985.189580045","278765.041243196","169626.863963688","311970.296740084","294944.651830639","222984.395140687"
"4-Coumarylalcohol(4-Hydroxycoumarin)","679537.872653881","537559.900865731","611506.364106359","40960.8398738897","40185.6289913468","44121.5075300777","46812.36058873","38427.0509609935","57884.8638436474","472444.835881026","515095.164999235","584417.240278266","89120.1727838671","144924.198762951","142646.9702388","45476.7150139324","48970.8333943715","65264.7235885535"
"4-Cyanotetrafluoropyridine","1007846.89152516","3654140.06457487","4779216.08537823","1497690.7437946","13235162.7462876","7381217.56509503","5011207.30528042","5194604.06382086","6572807.38002366","7807271.50565913","4754949.82625392","1898768.01127733","1906140.45337267","1733526.69747124","560931.736311853","2368690.6227068","502734.176589612","1009002.56391238"
"4-epi-8α-hydroxy-15-epi-brefeldin C","44850.8189041915","57624.0527191966","76324.1872191855","83058.4417505441","70758.24481204","140538.557265989","169629.365733553","130407.121420703","170762.014876972","105285.084561523","77900.7497355867","112383.822148214","187992.832064811","52593.348385638","108567.098820602","217150.137573796","353718.707194623","125909.833836664"
"4-Ethoxy-1-[4-(2-hydroxybutyl)-1-piperazinyl]-2-butanol","26942.1839762418","45359.3291981575","55250.721508576","35816.2415702799","30216.3514037291","88992.5826881687","54866.0100543286","42842.3560406199","136677.167329835","73844.0253421069","133113.679218059","61730.2426021093","42157.4307035131","34202.5559313203","28539.9844703365","65168.136029431","41399.2977937927","41756.9556302869"
"4-ethylpyrrole-2-carboxaldehyde","1043071.83713403","1718357.54754367","1204861.94597714","777337.855007178","112879.531043519","241595.012479271","62479.7302069179","47491.6731704941","274789.107308318","640341.764264483","4412218.66454426","2947145.58925692","1718455.45949722","81968.3849565262","1393755.92314009","200983.433460245","409885.054230019","119607.040082959"
"4-Guanidinobutanoate","53116.453031862","100922.677529495","60952.5878909996","575296.783699821","9513.60230782155","2719.58450176651","90139.2451040795","222088.3167156","233829.641115576","87745.150574616","135149.566972484","120639.020263788","310785.323998407","43170.0550468696","225214.020349672","532493.485455383","475469.626745188","776778.555615749"
"4-Heptyloxyaniline","441038.340440913","251369.042436118","731813.701471807","444844.152886966","81920.828888486","460350.92212487","812864.288459778","473903.851012185","923726.329249455","603366.965466919","1765190.63335659","625059.013588317","360490.061323074","261128.575086787","67698.3996665548","464814.290919878","103396.720464147","503059.538636436"
"4-Hydroxy-2-butynal","2456540.53733294","1980111.54909614","3003387.84496692","3948737.17800239","5348984.60976606","6332419.96381459","2002951.57619638","3437613.38682184","4391477.27070074","6900570.9655057","6346154.91763782","6268572.02739534","10542019.0957009","9662559.69569078","17173002.0844641","5434385.15340699","13843382.7107816","6203789.02749335"
"4-Nonanoylmorpholine","1337721.03951422","600964.965855409","2027810.98167249","1222587.74802868","109281.974454579","931679.662089103","2136993.63171795","1250175.29717065","1922132.19255514","1430912.55991097","4943710.6403859","1552333.65555646","562332.785171701","674158.63839925","55834.4771212801","1400139.6904259","320718.717847184","1304010.37647003"
"4-O-methylmelleolide","20442821.0595438","19601646.1325782","21583360.5286932","14245403.5628944","17415345.007117","20064210.0997729","20131882.8382162","20191350.9619733","37928646.6651065","93227137.9589232","55340328.1024702","70642116.4305046","61993587.7506726","62946739.3706202","62465099.1896138","69582217.9575615","95728761.7811534","69284111.6830771"
"4-Oxocyclohexanecarboxylate","572883.240359736","563675.645695366","664140.876279628","345382.498490836","284938.242410885","361740.087804544","214324.275450046","211196.577743616","251655.575635348","440211.205728228","208634.411661611","312180.528477228","297239.778354449","224295.227560805","358295.291349419","241602.815766816","427276.116118146","248065.153501858"
"4,10-dihydroxy-10-methyl-dodecan-4-olide","599335.212653938","592094.15625008","780252.573325451","607796.44204974","642907.232972513","853279.830035005","424107.162057452","307590.392118971","410281.889857463","1247479.88877854","316823.136463484","581685.895546408","2727210.22215279","2365610.79507152","4370009.95185606","563658.561911091","1663366.1779799","615212.616468531"
"4RS,7RS,11RS,2H-3,4,4a,5a,7,8-hexahydro-4-hydroxy-pyrano[2,3-b]cyclopenta[d]pyran-9(6H)-one","240722.826586644","244027.82508881","255200.295930583","552615.596022262","683000.986221132","660339.139541827","91098.5552130349","76280.9532713985","109125.992015252","92021.8082381571","104680.719802789","125815.612179098","428189.5777333","470983.718302912","423389.111233128","42443.5762403388","149913.098154261","33139.1099382176"
"5-(4-Methylpiperazin-1-yl)-1H-1,2,4-triazol-3-amin","259864.182926931","257520.459089312","336828.264300872","224681.11117375","313827.094229294","300370.900122206","261807.226496127","290410.807346494","289833.869285082","198571.219243411","227816.045828795","260378.419901058","284793.5423451","226394.573046893","274179.786618638","244649.207764732","225270.80921106","263778.184577674"
"5-(Dibutylamino)-5-oxopentanoic acid","3027255.07910942","4751821.5278217","5348060.79620012","2606656.08227225","3932161.12431423","9541824.57465835","5325800.88198009","4234746.71561197","12410331.3828644","7607078.85968581","12243500.2314842","7540394.97274982","5209443.40317131","3597591.08825555","3014893.57855032","4016569.45936992","2054954.56916615","4901717.39595096"
"5-Butoxy-4-hydroxypentanehydrazide","477432.387934431","76266.0888853021","74429.8246237861","901367.880341373","81115.8620448053","88247.6960021925","667077.395184624","97586.4424390752","146606.701449128","1270401.97776181","1441218.91091051","44094.1551417475","17149.0708968587","50832.8602378581","135790.356348115","574475.391809657","37938.8131936197","1346435.59477843"
"5-Ethynyl-2-furaldehyde","289864.117556634","240166.433386793","261790.867930767","320607.153713926","337342.761009191","456960.602341404","337268.546681079","643671.158833291","969159.179152368","76448.5217459801","188801.814390066","121580.095893238","363372.488115618","230686.476157851","498805.320943166","989729.790768934","1198834.99971494","495955.826571906"
"5-Guanidino-2-oxopentanoate","1105870.97501107","1658449.85347836","2151276.72809513","16350837.2708852","5296865.89320669","9198260.30756134","2933494.59531937","5053028.80924839","4573310.45469848","1168736.06532774","4362601.5225228","1276043.93400761","5426676.8494466","2094265.8878197","4470549.92991254","15582156.0691884","13807369.992801","14654622.1741872"
"5-hydroxy-1-(3-methyl-3-buten-1-ynyl)-7-oxabicyclo[4.1.0]hept-3-en-2-one","132356.777710118","103733.406100502","117525.664829166","9287.45702351146","3401.75141457179","5389.94739874416","5254.71813096334","3607.90454570327","10279.0091777963","92450.1873523893","99282.8529785369","105187.098083052","54546.3998354483","189996.541235597","123196.146722519","11288.3868201335","142828.251161462","2741.43431769019"
"5-Hydroxyconiferaldehyde","38926.0150972561","60846.1013645352","67024.5991619137","175338.051242578","338874.127812086","218020.259225019","184366.829923029","224743.417957456","386070.074899529","5242.1677830667","13279.040947154","19460.3694966638","111681.794450932","376284.662444639","302228.071961918","86563.6882886061","147100.393767922","96511.7360479909"
"5-hydroxynorvaline","1394405.00487927","1104003.39858491","1199361.83543082","2762185.5291353","2690726.99864306","3125212.94581587","1472644.45615924","1632560.672199","1898141.95688744","1270435.47241167","524829.746308793","464207.065059931","1358439.13397343","155622.294082832","992288.62639706","574174.809361165","929892.834737498","838465.032335351"
"5-Methyl-N,N'-bis[1-([1,2,4]triazolo[4,3-a]pyridin-3-yl)ethyl]-2,4-pyrimidinediamine","233979.95166927","189394.883062434","269177.186372576","114757.526148496","200990.684975657","253205.919052696","227782.904741102","223250.151113167","241389.805572401","548742.795122637","558443.855865241","543103.545276988","516867.332791211","495941.918368901","517605.630771281","481518.57471383","616772.31852784","576044.948267795"
"5-Methylcytosine","152614.484229926","159991.611395079","165585.468671536","234603.803868539","225141.689367288","273397.909144969","309781.970364445","28116.7331385389","371402.251436997","260939.212055416","169306.638266921","210102.199749559","458470.03402091","633879.36652535","701872.782010286","192728.513640233","276117.626161411","37583.4509471705"
"5-O-methyl embelin","148637.566794231","139845.674728653","69277.4445842816","286342.854294186","251052.916118418","151485.024030739","194438.338406333","172505.218238081","351878.317437468","89593.0329676303","36624.0049498292","72107.8832754048","138678.311123011","136605.671888944","195156.314059507","348471.48005265","135069.945678984","57999.1478381653"
"5-Phenyl-2-({[2-(1-piperazinyl)ethyl]amino}methylene)-1,3-cyclohexanedione","213868.157492522","117829.327494088","145855.7365562","92919.3004791633","91537.3680977153","120869.99427492","72916.0495069068","51606.0763753858","59652.0086324158","201200.521714704","121554.207043225","162932.00727857","116243.262551374","124783.960040475","156036.815601636","50902.4022089363","52098.7094408961","57135.863256391"
"5-thiazolidineacetamide, 2-imino-N-(3-methoxypropyl)-4-oxo-","172308.5341847","705521.126393754","904019.503504111","805727.953504546","1002735.93977918","1290919.94496833","383813.216105246","275934.553735878","133349.686041577","519160.047979693","2572621.73130629","1812514.29671932","973905.739393236","453719.745442438","1154526.88232534","1266575.9264924","1532530.36762524","1222795.29717105"
"5,8,11,14-Tetraoxa-2-azaheptadecan-17-oic acid","983076.074199128","966118.248916695","1162298.69230499","849148.486987905","1036321.48831126","1135746.37372676","648016.849791415","928054.302818476","1025709.04042576","333094.01124472","414083.612632539","442989.832682166","536677.019640544","566272.628229991","693279.341395773","627803.039078146","690864.267533751","526775.939509267"
"5_6-Dihydroxy-3-methyl-2-oxo-1_2-dihydroquinoline","18383.7090843706","30240.2592944322","34467.1164586005","389337.287571841","132032.83472341","179134.748586574","115453.261707438","266172.126741296","718084.154032827","13861.4513495625","22902.804947312","20394.1153559287","23919.0482704904","52455.2000779049","57516.4448977883","545275.961018107","109228.136491721","294089.445027446"
"6-Acetamido-3-aminohexanoate","173151.911557929","194571.560394831","265414.669146","1200776.62223824","7939.02827467601","822741.704694236","55342.5449815065","13343.6638603613","393421.149793357","528517.096601446","484689.948346434","252108.428506079","1170933.62776341","398575.016644272","719631.560854823","1622690.98885947","2633307.1284224","1093173.04620451"
"6-amino-1-ethyl-3-propylpyrimidine-2,4-dione","100662.56586492","249123.233672518","380312.455120095","134315.973984549","160590.219439739","174826.151652123","71846.0184787429","86449.4161136085","35932.1966857775","237509.655074443","464895.725670622","455964.788932206","105801.059206088","36463.5375686738","125527.902474972","86122.0898957447","100612.267691992","64311.2958612752"
"6-formylsalicylic acid","160376.257212655","150474.150484862","214900.822689624","366528.740090996","398052.172305225","506485.367921568","490446.809274395","472023.090129948","508437.295047796","4145.68569955152","4124.33843346236","4168.01748915715","4137.33012634207","4134.75906293421","4179.92572445","4219.57286494932","4134.38057324599","4121.35186428052"
"6-heptyl-2H-pyran-2-one","2300568.45116439","2443081.97933092","2695260.06934289","2125277.42046556","1505943.35407296","1969432.2914514","1545524.13394178","1684810.35334308","1848353.28924574","3808465.5092046","2561351.88094992","2491090.26889789","2166659.18575873","1354188.44350976","1890692.59902951","2665322.87661489","3105379.34057682","2780033.16895107"
"6-Methoxy-8<6'-hydroxy-2'-methoxy-4'(3''-methyl-2''-butenyl)phenoxy>2,2-dimethylchromene","139253.295278327","122053.465746912","142833.180209819","79489.5690530759","112343.309259517","152896.664017639","152131.629457822","164289.47925312","165946.978375087","1355096.78943398","678288.014803363","939949.14432059","677315.864172722","797484.547389165","785265.997036233","932975.985379629","1367580.72514858","878718.558332274"
"6,7-DIETHYL-1,1,4,4-TETRAMETHYLTETRALINE","612374.225946509","419597.977580326","471270.930409357","711656.249292902","234506.323341347","166019.10270527","1272749.36197451","638348.196421074","658679.911041043","130866.906405554","309186.437838411","131524.151848513","265636.733838896","299055.929523692","5754.13884291393","291858.355133422","250595.490206206","417053.736310346"
"6,7-dihydroxy-4,5,6,7-tetrahydroindole-4-one","257347.640627037","482060.768195916","410551.22523103","1041422.84276922","386216.624989587","429300.132241396","388141.081018272","474247.578948844","899686.149072845","2965513.89544229","4525257.07006143","2201026.92211529","2972372.58794464","2319500.02224648","3306107.46318627","2107180.24110448","3061717.54973729","1662863.84225759"
"6,8-dihydroxyisocoumarin-3-carboxylic acid","413803.310872933","387610.2189166","551839.553567879","2900.87134216293","2986.34353463763","2954.70136956413","2948.78144635883","2862.16741468642","2991.60108475963","475957.578492773","46313.4428798678","77499.5537087533","3150.45529664232","3560.05030737348","4265.65493641863","3024.23026996044","3361.38777024928","3165.82632336676"
"6′-methyl-[1,1′-biphenyl]-3,3′,4′,5-tetraol","28074355.3611122","25098509.3832992","28987248.7478734","852473.518330074","1212434.29725744","1267457.45182559","1486045.92673949","1110559.24211625","1693763.86637787","24151541.5202994","10494384.2734431","13888918.04857","3715617.61503976","6235167.51565872","5611025.95764227","1770390.29634563","2098133.82945521","2020488.23090877"
"7-Hydroxy-1(3H)-isobenzofuranone","383096.619774204","266807.455879872","288207.394769187","375732.16804611","352667.514121333","413014.976162476","166869.918705905","250036.762247954","335453.466142128","221800.289464821","102638.49239603","145941.567995606","1212475.48957735","1511532.68442959","1861915.90205153","358240.806904932","630539.372150599","531702.122893995"
"8'-Hydroxyabscisate","216557.120114605","241187.697737225","233148.10132081","149385.941829394","180938.034884451","237724.889123033","197461.51056748","180092.047396571","201092.326034702","270400.530593701","162230.516754006","213035.259395093","164632.858852165","182084.419532931","179478.884576393","165464.858085781","258875.934597682","227129.064812433"
"8-(4-Ethyl-1-piperazinyl)-3-methyl-7-(2-methyl-2-propen-1-yl)-3,7-dihydro-1H-purine-2,6-dione","1406164.87369125","1723999.45695634","1193786.12320261","2395684.24641267","1938880.23811627","2062584.08759838","2593053.00387326","2699481.85902969","2797569.95644241","32843.3346987803","93996.718386536","37164.7396508289","79067.7716384369","27708.8273102846","51816.1937741358","143990.276829448","333718.702275737","140632.52300381"
"8-{[2-(Diethylamino)ethyl]amino}-3-methyl-7-(2-methyl-2-propen-1-yl)-3,7-dihydro-1H-purine-2,6-dione","3739910.08811273","5085072.6535227","5331024.35595094","6611913.98915068","6110477.32125085","5964206.22316234","6497320.64721591","6495440.325146","6671226.64310089","4117290.36358366","2698111.03312525","3695798.97337542","5070980.80695864","2579796.29448266","3965710.29338595","6171468.01653568","9333134.66404103","6168042.4026261"
"8-{[2-(Dimethylamino)ethyl]amino}-7-isobutyl-3-methyl-3,7-dihydro-1H-purine-2,6-dione","519266.074069641","536784.816064467","622801.507926149","406182.69964664","534680.643432271","464767.880798859","508235.397250422","565152.77593572","594525.656978964","79802.6876503173","49497.6680661483","68486.8972924279","93937.196330587","58281.0727031838","77738.7532301482","146216.734866341","273967.155723506","206366.54211624"
"8-Amino-7-oxononanoate","398000.739122096","466829.188670439","642874.049285619","1024932.12112056","698968.417301864","916276.941603587","739641.215716817","841038.725216141","1260500.43164931","413174.008003938","372865.050112972","400218.427716895","513260.321218248","296717.181483474","461414.566467516","1035013.17348559","1160900.65509595","833809.960383436"
"8-O-methylepiaustdiol","127947.714424494","814927.151844195","912001.835584532","61536.0040945493","87878.6509616911","59883.1957460311","35419.9464026602","55244.3928739868","115990.025677008","544930.474385606","308960.450648076","416026.890512689","428632.250435759","823787.411530497","737930.535012657","302487.764096411","423689.239674253","275572.279635089"
"8,9-dihydrolactimidomycin","4637319.69608664","5816035.88123084","4812361.01245546","4844347.95862123","4663835.67131458","5198472.2067782","5594310.18348367","5071763.67901158","6028273.41950603","5116898.9781529","3740107.20342106","3822015.00212999","4016164.0848181","3761090.68106818","4057777.23322094","4493397.70778426","4979974.86330791","4014414.25878894"
"9-Fluorobenzo[h][1,6]naphthyridine-5-carbonitrile","7389773.59693897","7383311.37229786","7663955.51524257","7789009.74865184","7973766.27852788","7612579.51859294","7481580.03571032","7821135.79332071","7795529.48222159","7537902.11931917","7524408.25221383","7667033.34097937","7573498.77308892","7660916.40699807","7578185.27500316","7564074.09101957","7463253.93063351","7376367.25202642"
"Aceclidine","354651.521798192","344017.714250078","478538.128967296","187166.339658358","292253.318575749","354288.623709213","193326.528542463","273099.649929651","679466.476755159","387371.71903382","306644.517481397","328333.188030755","291099.071875051","309650.070273713","257166.546948991","304172.448189489","730529.830325551","183025.28930879"
"Acetonecyanohydrin","407365.354135784","347592.089849712","362540.898919368","1061875.87567788","1004742.59575855","1315013.26785087","407564.194634007","554342.1955282","559384.100726285","2339125.80676241","1879581.56581978","1995455.58632984","1156860.39580939","1417252.54378219","726271.024119279","2427136.23789972","2551267.59360219","2245521.57330605"
"Acetophthalidin","203019.795541132","147244.801790568","188033.458660144","3442.91948889062","3379.03009837528","3535.93602303269","3503.15092823167","3329.75163925916","3586.87520764337","256624.080747335","100659.18137814","106416.149188794","3737.04419994328","3636.0150818877","4256.11988213971","3499.2553479756","3809.21036392104","3640.37958133023"
"Acetyl-L-carnitine","334221.988120777","42705.326381418","208848.405694845","659715.937327481","1335311.61918597","3002645.65391437","138816.751633966","327890.339258789","341738.304223678","101541563.087531","88983634.5150371","93851447.2715223","77229129.0872113","41786254.7780331","74449897.3824554","31812019.4758915","71369522.667434","25546363.272571"
"Acetyl hexamethyl tetralin","1878469.85292455","2260761.67105879","2730647.51098978","2804681.08647985","2538687.80295821","2587466.3562662","3416963.70141495","3537163.46365073","3771761.51340417","2245470.49892349","1066470.10398436","1822889.52480503","3107124.44528547","1203568.13657114","1940112.29673133","2779180.88506353","4822780.04363354","2758055.2871478"
"Adenine","11486.9396035306","24885.5365878299","29924.3085671938","65389.9192651995","250773.253014294","504420.645779235","210279.4841072","488146.604282485","519713.579784467","1161375.3731346","456492.771696835","567184.574399808","10339597.3585603","13842706.2643903","22752233.6534113","1715596.69242507","5102384.98525439","1615913.32132999"
"Adenosine","256776.167927093","311481.712791056","445911.873741704","854810.150308215","3168029.20994613","5774624.27127984","2894088.12461452","5669250.92154884","5989476.48496118","7594015.95516976","3863223.79480614","5074753.41502534","27566016.9492022","24600855.5453355","37524126.9019181","12627519.9073629","14829156.6565938","13112582.3904826"
"Agistatin B","9464958.86635698","9221856.18806073","10211642.8179886","6177703.37954974","6909322.63932295","7492898.50147053","1952229.32979935","1623055.80917747","2502837.1520855","4178792.36196772","6367380.56602539","7532957.25554942","6933432.61988769","9388272.25756828","7977400.6209443","2350322.94088385","4635942.77487103","2034280.75172002"
"Agistatin E","116536.374178414","120662.284332848","129929.827398823","339709.983522659","366252.253100281","398534.961142447","178194.811584627","156046.414182949","284518.969040369","352475.785708577","630321.765313317","602536.938775943","943873.289938653","1305067.38549304","1246615.6001539","330545.642137543","2039121.72035604","116656.043646996"
