"name","area_2_1_15_J17_noOTA","area_2_2_15_J17_noOTA","area_2_3_15_J17_noOTA","area_2_1_15_J25_noOTA","area_2_2_15_J25_noOTA","area_2_3_15_J25_noOTA","area_10_1_15_J17_OTA","area_10_2_15_J17_OTA","area_10_3_15_J17_OTA","area_10_1_15_J25_OTA","area_10_2_15_J25_OTA","area_10_3_15_J25_OTA"
"group","cC_noOTA","cC_noOTA","cC_noOTA","cC_noOTA","cC_noOTA","cC_noOTA","cC_OTA","cC_OTA","cC_OTA","cC_OTA","cC_OTA","cC_OTA"
"9-Fluorobenzo[h][1,6]naphthyridine-5-carbonitrile","7473136.73167064","7096725.47629262","7350051.53129184","7584767.2740567","7579907.53692452","7357576.80445864","7714419.75554522","7221472.80142005","7285509.53448668","7533870.34468471","7685933.46485063","7570325.02258785"
"Acetyl hexamethyl tetralin","2222039.27455166","2503668.3465266","1512019.06309198","2321401.0901719","1255084.7864697","1192240.14249293","1099120.33023525","1116236.24940039","703118.047802002","1673508.0229141","745179.998999529","938497.976277366"
"Adenine","5709928.23230826","10875348.7354654","6176917.96590105","746155.895472396","780632.084036426","884174.821620546","18264832.6405916","22771923.7764005","29498792.7546686","8561605.79079826","12612166.8830651","10837395.5050776"
"Adenosine","7415788.43513237","12634397.8134327","7593183.95655191","907386.621533811","926522.862904508","1138634.22878697","26155880.8186544","34283854.1295129","43743870.0713463","21371159.78797","20163173.4629848","38919163.102509"
"aflatoxinB2","4817.94301680225","4839.81736608087","4655.13653848719","20866.1024385409","27272.3978510498","14295.5865028643","6135464.00191473","4550553.1904906","3879158.08039599","3669352.97900739","4645804.85339931","3402830.00075916"
"Afrormosin","25906.9454406286","7440.56651404311","17203.3807601754","359515.145116076","358396.328053363","210699.110778037","5562009.85909038","4950874.69433888","3914801.43730872","6589566.98092719","7852051.13464643","5373066.75762995"
"Alaremycin","5287797.79884404","9868812.74355712","4898346.74637873","8744456.79711615","4010798.46068138","7010659.54210284","9262316.43916852","12808362.1715753","9958445.04313554","11834185.6577357","14404184.2738392","5376148.68235844"
"Alkyldihydropyrone B","1004693.948288","1241963.01016536","678551.977822256","803934.457738622","677266.231731016","727236.900052122","431374.456844203","377385.927038659","326210.512487798","594067.982538039","348594.374855426","390056.88181868"
"Allahabadolactone A","5490608.1819188","5724773.46314386","3099267.97267007","1471605.00763055","1336877.64906654","1282427.99452517","341108.673934627","332534.339707249","162730.613389872","1587215.36645045","370089.407443991","709937.546589566"
"allopurinol","50993959.0410825","83902193.3268249","60899310.0888321","76484713.5684406","43948150.5187206","58959093.2330052","2501012.46312925","4592064.70030009","4451074.40494462","9641969.52541302","6169375.03066803","4537731.69566282"
"AminoDHQ","4442627.19302965","3539952.24640418","2724946.81215752","3632782.69255557","2780737.78328571","4137854.46704977","3654780.94451493","3611464.92912295","3563674.55816575","3509580.64504213","3354402.21791039","2626607.42867065"
"Annularin G","45786.6071992795","117197.278825862","99426.0423773139","108617.879557786","174124.844684031","148321.84138337","713477.688697317","802452.57498823","188091.836480483","348785.577213546","485357.11863628","447595.853455657"
"Antrodin D","664304.424286656","443796.561787471","488277.860450743","302913.718181233","180333.344359764","167746.634276492","92695.8746395279","70456.5285134757","71134.2726661942","109573.829748312","67076.7425838209","104349.281955424"
"Appenolide C","2578078.69533072","3051106.2495293","1709952.18497282","495099.607250469","799282.076649311","717351.85438764","76362.2881293859","90484.0491612026","94551.0770039474","160734.386609394","114243.175034726","103402.66811097"
"Arthropsatriol B","1081279.23169667","1772455.28495772","1009050.37167276","173879.933472762","159668.203793262","329590.391102448","364183.552857737","471717.262214181","330378.079229076","528972.240789778","406453.982232696","1297258.95960567"
"Asenjonamide B","226501.816326266","435208.532636106","187790.871827425","187713.182027049","369237.246612416","441755.682215377","317959.780027847","134633.001506774","342471.435461862","278359.028348904","227839.121410423","315564.44512811"
"Asenjonamide C","2187227.31425804","1406597.43163495","88181.0884209988","14852277.8013167","11016481.2278657","14220121.1748781","30323.3512080362","31232.9236580092","9898.39451694274","223259.240776757","51047.6833704215","30877.0472555746"
"Asperterrestide A","23852.4664279028","25265.584218812","27170.6454737118","25917.7203291219","14932.4822533424","16021.4586253793","329281.768270055","317698.806747803","300398.537440643","353320.512989939","346700.664377364","405896.911166505"
"Atransfusarin","361008.194210589","1304497.17712831","325950.848973918","1374281.79807292","440803.305812232","754316.386658135","107781.012039393","281011.776493092","398265.425092945","811401.953788088","388383.181041937","516258.870969982"
"Aurantiomide B","2970.97161033124","3355.82268757471","2967.16542310263","2895.21995426422","2876.79974851889","2859.90230855466","4280318.80935892","3582784.15046073","3361834.38056998","1245193.06393256","2573806.00021959","4557540.13537698"
"Aurantiomide C","3033.58688643265","3081.41012350486","2947.68394096848","2954.9210091413","2973.33953211536","2993.52567760336","6243211.66942025","4898065.19781533","4232175.5683004","2911556.18988342","6292614.08997602","13010887.1030219"
"Benzoxazole","689165.731271872","581974.84145306","389304.470951016","1569746.79327007","5204892.73762392","5562220.23352646","214856.120173632","213551.979046534","182961.901928873","383265.888372202","143534.098843859","174377.375272854"
"Beta-Alanine","3190264.40654149","1783326.82326168","1303783.53722273","3092455.57527696","3087812.40050868","3294871.93992898","829083.371615883","848175.893036788","1485973.94328165","1419880.19773475","540595.097463532","853317.275966487"
"Betaine","1454851157.58415","1604538653.67372","1544211328.2452","1249719827.91619","991937875.548916","942674041.96272","627267154.369151","903851125.760079","802606964.819574","1296274926.84862","890717566.470429","1476685769.34208"
"Bhimamycin C","2601.50043139975","2645.95832884419","2638.16330306766","16333.299383021","19059.2076909836","7947.00421348283","313665.025566085","299600.105119362","240151.156002354","381200.154221367","442509.835282374","303305.894926692"
"Bis(4-ethylbenzylidene)sorbitol","499546.10350538","681060.404462228","457393.986378723","475830.741204192","624355.095125324","843224.656416721","595717.027795324","412932.589870682","644904.740259501","486791.505709414","453918.885536166","563166.143780219"
"BNC210","444707.687368446","806192.386153806","437954.292713219","852380.874953163","246769.265267101","487299.943705705","170800.962147214","280736.38657196","485016.201872196","541245.51856955","522527.481463507","91902.4038877332"
"BOC-HYP-OH","1823666.96532556","1883656.65933916","1639820.01853698","537763.589328805","811187.759515143","839369.480214716","10913102.5180417","16342793.05899","16964326.5356862","1144852.75145738","834969.133169535","719488.96206902"
"BOC-ORN(BOC)-OH","1538415.25293217","1636109.08582198","640925.228691059","1845812.67121433","1214787.51687129","986112.692409324","743040.303126542","780307.087543047","501262.368952449","1435290.65096905","486973.346520896","636426.460435941"
"Butyl phosphorodichloridate","16835.1733546642","27442.617163345","36976.5448827231","28671.0185792445","5029.67170205128","10155.3654891868","186113.506093311","31633.0543864338","94521.3143999294","80542.2470033229","31488.4117853483","26726.7352518454"
"Butylbutyrate","2784919.62793131","2553947.3519288","2714841.88157262","2561532.94057859","3336822.07425922","2643634.95308535","3659994.43720424","3363183.24993177","3157558.79974454","3353736.41137904","3399469.41707402","3624789.95895071"
"Butyldiglycol acetate","50997.0980695941","8473.97177147113","5918.47303003201","104067.438765665","20165.8571896934","54302.7300069984","90520.501699922","147843.397191525","238744.871706654","93264.6762670088","84875.7993606661","85564.3527769568"
"Butyryl-L-carnitine","1871831.97313987","2652678.67727132","1621215.15225257","1234191.99155736","1002439.34915627","805004.171273445","2567853.51420292","6806492.84307184","4398074.81937275","3364904.21289454","1911200.6024206","3725769.91418458"
"C10H11N3OP2","561545.116042492","581677.359745624","614408.648482785","576178.314851876","575395.053187552","634438.031805011","687303.715698546","730283.553740561","655312.558295818","737813.989892468","748778.847539944","835849.125826789"
"C10H27N4OP","103778.583192476","96576.3374046","87355.6762882736","9244.47757448798","26701.4816198605","21426.1060418529","214068.899468606","140327.679474006","156597.428552325","296726.173910743","190475.402632388","215553.479419569"
"C12H17N4O5P","2450.88864209709","2480.74693622786","2450.47329383648","2461.84417047288","2468.08339744935","2455.13358686965","72233.7281375866","52312.1253817081","47173.1444123182","82924.6141794182","99012.1834915725","109822.516207372"
"C12H26N3O10P","410410.462674765","710510.327179796","465543.520485069","45848.7379929614","77990.4388570225","119008.676353944","164725.163528255","230165.787545568","292913.602606898","276790.325264258","221958.251622779","204827.308811295"
"C12H27N4OP","450502.397543518","428931.483470282","283518.117187975","13693.8174913871","48924.5874947642","33548.251548252","75216.5926253041","72306.0869891504","133042.139388874","58924.6604194252","33170.2493460783","84997.0520063492"
"C12H27N4P","277209.862181474","391568.887524109","226716.042613315","7560.45073013536","21598.3622829607","16317.2490205175","88077.9357007838","76302.8018620423","80863.807925091","166195.069808468","80819.937140777","118321.308771305"
"C12H29N4O2P","1760823.58847793","2395340.79037355","1398658.05350338","227174.883132303","341294.30941194","320203.146472548","248925.180013403","240640.904029685","178863.565070768","425412.402731493","184093.625257085","581904.307009981"
"C12H29N4P","49437.2450329529","55631.6380831442","20916.9876615627","56734.5361744941","39785.2216091524","33615.2598623114","233394.335408159","210370.204412866","208946.188934404","398234.221215264","244206.90052392","627913.283251048"
"C12H31N4O2P","103474.553306321","86825.8448314959","39788.9580826435","35289.7490954836","129010.175582724","92420.486482984","143676.360790263","121872.560866013","94013.6392215233","265264.846098212","109099.461100653","148532.360717703"
"C13H28ClN4PS2","118419.358732519","120451.585031381","118327.709265962","117891.169438013","132843.171107769","125315.184071093","120465.079540043","124426.529932958","123706.92873371","110212.028934574","114009.388986716","116234.453917173"
"C14-Carnitine","1114679.71883264","831297.273427282","921321.832737675","477898.071566123","621874.866544739","477534.271922867","519230.341141439","251823.044166427","776189.021108219","619490.839935486","603085.753107328","484492.602887928"
"C14H31OPS","1681666.18353485","2009861.25992917","1794327.16080084","1215836.23047159","1077494.27533143","1016177.37865734","754929.802048164","1384302.96859653","1135550.47073459","1066681.2020241","483793.146712123","695473.207327174"
"C15H30N2O7","1343058.17417142","1356582.13387479","820876.929997756","168056.500997836","418186.300468793","454241.941960795","987700.771797665","777808.798189635","538576.147664683","1629871.24748099","544144.453451746","1088037.67642601"
"C15H33P3","586293.700575882","559585.424052871","282648.200259504","173994.246795157","445819.116261148","293617.994797962","52160.5928405108","61455.5337362924","88088.1650459203","94030.8811201495","78376.4253480791","70607.9680421455"
"C15H37N4O4P","751925.634086191","639188.554740063","428017.994660725","10483.0221293914","37402.2038064526","22314.2427440045","97477.9999586761","125224.619712046","73917.8686702812","90795.4024322036","71429.7859795419","128250.690985932"
"C17H35P3","1514378.68977443","1353524.49823963","789914.025339751","346912.691011285","849938.19644645","793387.577099111","34514.1463702595","45567.8576847458","32803.7021708822","62584.7186804465","24233.4471484698","41846.3166495792"
"C17H37P3","548026.921666746","473214.405923611","419321.744531712","45084.9093029761","46849.2602407525","44769.9496795141","15072.7152772096","139442.653550924","104121.617918612","193746.93952518","88563.7263302656","221146.145752261"
"C17H39OP3","574098.656121053","720196.440053453","469044.619020669","36805.3877220169","29843.0934096873","24388.6231065154","322060.892884364","276441.770573866","219083.506001509","780987.012473909","299767.945467264","1826634.28380329"
"C17H39P3","112038.916112936","128752.316166597","62291.8553576098","121722.606704489","97280.0976078837","94980.1025812273","277337.543456791","246487.443430475","205153.628901395","349109.833434531","312589.184413783","245659.005654267"
"C18H37NO5","2840757.09335344","3903016.26047918","2666978.85598376","115873.699106317","144577.662549768","106097.213369387","86773.948459175","95713.3153815671","94048.9327245444","370320.87974875","34612.7830372054","1278125.2941675"
"C20H52N9O3P","613839.682360824","736776.74271176","655117.576691821","613164.992556281","589992.480100093","412982.324942356","621673.353564102","577078.907196848","666933.022052901","656586.429071302","652182.585779778","694204.277055158"
"C23H48O8","368008.119046828","327125.23474444","334988.619201012","330479.449005878","306932.952923394","351251.326707007","344862.946129207","319461.857722681","342690.406539677","356743.702318109","352707.551514119","376146.311474541"
"C27H37N10O13P","84189.0407332631","104470.004224702","80143.5748934923","41390.9796092555","30451.6708333492","20893.6580151942","19917.3670243487","33648.0143234118","40125.8090143953","115619.062189311","92845.3112475737","67531.1832973848"
"C2H8N9P","316346.276247934","324264.827409485","318842.807777089","345503.993239136","337670.868329621","325583.236638945","342665.363252895","310835.634404517","338613.934910657","330499.180186911","338820.569960691","329586.912541204"
"C33H58N2O8","1246229.70772665","1242832.43014141","945169.054017922","22455.605010934","12615.0348661467","13243.5890152049","10623.9895358042","3040.58303150298","7874.98974301908","52966.1927551784","6425.86221689099","202170.50962531"
"C33H61NO2P2","253892.972514148","259350.442789576","272770.516454178","263934.637831366","292739.608709522","271416.916476859","280151.95065433","271001.623277436","260743.807766727","262704.382167707","265346.589888778","262524.707255228"
"C3HO7P3S","213873.443798975","144710.552138104","170185.770295141","106837.188429975","76032.5930799785","140478.137876805","186557.229637829","266815.886909034","263050.337138681","190394.96822668","142100.496294821","277693.087558043"
"C4H11N8O6P","377189.602535925","373728.444874074","385709.37767607","405812.533238426","423411.827571142","396262.208446657","1775478.95307585","1825483.99247427","1777583.96022811","1782784.44100847","1901784.84208383","1748487.89501517"
"C4H14N2O7P2","75300.3923558995","55546.1632433009","77966.4553537715","94165.0882816843","98146.2742052222","88832.7919328199","128483.843001533","162730.485446711","112920.282373193","106860.113210971","112800.885647705","62730.7954242907"
"C4H9N5O6","235948.669141195","243592.02848299","256780.225238606","228407.747694805","257514.062137606","243385.138408012","433722.818200685","392396.434448538","417447.295263547","402939.605260059","448806.326308372","384206.26181085"
"C4H9N8O5P","2801008.86735834","2774928.15488439","2661896.66397148","2714957.03222849","2951057.52942154","2765559.90752384","697222.692150736","722290.396973081","691474.853116401","700736.423437063","700493.240943116","664723.824334692"
"C5H11ClN8O5","181501.331651221","147465.235335784","165195.106132246","181734.246721874","203900.410201201","221238.400420624","232934.045413284","168141.588530717","208549.232404688","227926.984452794","256414.086306503","260731.999226712"
"C5H15N8OPS2","1611469.52914033","1536905.3769494","1577780.75971178","1691775.28601125","1722823.90789883","1608386.87851693","388501.873551959","391970.095699815","410896.420075885","410836.07015436","402398.766532666","399844.488072867"
"C5H16N2O6P2","440466.434693865","393111.712853179","422955.073540344","350450.626193236","433919.452258996","520914.249628581","470237.711626408","526604.866615505","447596.427112726","416711.059247925","482402.682429511","390829.210999175"
"C5H18N6O13","627759.341927712","548581.934482037","526455.595999988","582376.522894772","524565.847396036","534232.323816059","612495.654878868","588447.036729722","422099.72251716","520728.430193907","623553.958092057","555443.018009932"
"C5H9ClN8O4","35216.3539067428","27367.656947152","31681.8366926514","34080.6490342016","39571.9832954313","41023.699268377","46893.4740960504","56144.6953095973","50792.914542206","53987.5835046428","54169.361756153","43960.7970208824"
"C6H11NO5S5","33677.7591164612","28267.2182089679","49470.2195941709","42645.1818788447","55959.5792613876","54687.6164248177","54940.5968906401","50766.523899969","34475.5551321222","32048.3944665239","50689.943528112","57484.6093195747"
"C6H16N3P3","438703.379767426","410565.034132817","390332.539364475","448096.281766716","437965.391971175","398756.9219676","2631964.16127303","2590760.8798244","2509399.76317593","2528958.77721122","2620528.27145884","2412352.5089917"
"C6H16N6O2P2S","52358.0086748219","35889.7353603137","48278.1534309422","50223.2685011978","54863.235448399","56485.3281638779","74181.0640035191","79012.5274417569","76881.0204845596","69372.6117043349","85680.91073542","60079.0384800439"
"C6H16N6O4P2","719379.155384126","698861.299883333","676420.704932793","773009.669321007","709822.379315958","730603.753753927","748281.590065769","715342.306376435","754692.754403687","696933.529385331","701132.51821203","736134.605811281"
"C6H18N6O5P2","168682.464825739","142962.668211552","174724.095087149","183578.055625208","166653.702894981","153157.610061669","157228.152827607","161413.023448356","170332.378661309","153457.337925466","174823.581574525","163675.362999078"
"C6H21N7O5P2","372349.52877074","361818.283564268","384373.463934776","357845.74594597","376764.051106506","319559.640195858","370033.941906806","376418.523560057","356066.502853881","383751.580224393","403075.173777537","333555.391279931"
"C7H12N3O7P","363730.344407843","377632.412304228","360942.436101576","385209.065499513","408918.002489688","389856.207669291","424365.670916594","406750.432813245","366466.147744005","408475.851850125","395506.671850444","386890.007980571"
"C7H16ClN2PS2","385070.779821234","378214.267394319","387753.555336878","456073.560055558","460341.357966827","399298.826039344","403167.755693063","290245.012785141","382247.285314243","268262.877687429","413185.064693371","288929.799473297"
"C7H22N9O6P","621776.48278603","687208.799104736","708434.407837122","726638.561637986","711809.71398902","671127.212717603","747037.262902761","794426.815213336","752709.251560234","791929.802312739","816290.583018374","800189.871769257"
"C8H14N10S2","4023171.21702466","3838743.50386921","4002733.23612725","4740228.00558362","4982128.47545918","4387828.67237094","4693155.91571018","4782722.28436183","4567519.04054183","4788874.46166552","5153914.07137834","4280905.2889818"
"C9H16ClN6O5P","335039.944975393","304794.17462339","307677.260725931","305246.42294082","327267.01998107","325274.461081379","329520.511972506","320182.416669002","310322.718346731","324254.444799875","325507.886455646","307054.345628107"
"C9H22N6O7S2","1158485.42752642","1065481.9715875","1149762.42641223","1206809.79060179","1251213.26356958","1243342.9939844","1147162.79769015","1283695.58977613","1282375.1133165","1195323.39970253","1177905.71317969","1238142.58842134"
"C9H30N9O2P","238277.502247294","207791.0760675","236686.65657061","206697.186829219","224056.21561099","306203.752004109","240591.844021854","185107.752826848","207164.777850146","215994.239765683","186194.269549171","290858.048947377"
"C9H7N2O2P","486954.216112515","444030.576102932","436359.197682145","524099.406276704","492981.712909987","475067.266222398","507168.343380356","453805.20897244","475310.948228583","509624.612844489","499242.226635145","495219.551734673"
"Capsidiol","1533885.79315908","1668279.43388518","1258857.26937078","328531.617294734","224693.278033205","479328.414947204","86127.6774899322","74915.4254360003","54464.4264165322","130389.657095355","156604.65497506","162467.31537131"
"Catechol;1_2-Dihydroxybenzene","945889.344755178","971674.899897478","879389.471409063","3484598.14175907","2582094.66793644","1965518.02397592","3479233.99818529","5915014.99174385","3131335.73350309","2243876.60988046","1479544.68868921","1834813.65016093"
"Cephalosporolide J","45229.6765795905","719908.610539222","676264.825494554","681773.277971608","696292.660440757","667867.918439227","763469.735673644","697712.971821288","696521.684050324","756914.908814343","721635.461381361","768251.934347311"
"CH3NO5","2189432.17514175","2068460.52090828","898885.508499772","914277.424699409","1549494.86234427","4491146.5910502","1594767.44512132","483075.023638112","1548645.38054359","6199355.53367454","643264.893611058","5869193.78963523"
"Chaetomellic acid B","14227996.3255221","9728812.06873321","7946311.70253214","1632711.49296589","2340792.26518675","1804226.43771207","2491783.90331353","2366616.09491779","2420709.98489891","2839008.53802615","1771582.24790403","7112430.75492754"
"Chlorodiisopropylphosphine","54620.2676174963","147049.061263601","100734.719776334","125970.58369599","32161.9025175935","47667.956869471","63370.0566758564","58360.6950283822","57968.3427602939","123697.137236943","22604.514116764","26752.5429651671"
"Choline","371401300.593452","320123383.483031","321520240.033728","304109124.26224","224431265.540939","203162289.189716","517345367.243903","572634567.819747","535622631.771252","820517369.544428","641927831.234806","734127138.204823"
"Cholinesulfate","46717800.7307643","50018031.494559","50339712.7825169","18057966.5386899","19271754.6164986","15531950.7179111","114475689.198085","124714378.651468","125818353.851283","66612800.4602127","91200160.4352725","126531973.259358"
"Chrysopiperazine A","15123.5504656272","270656.114442928","24344.0886876435","242814.324329788","56083.603151876","150518.842724902","36294.0007696495","48849.4275380195","122662.960412033","179902.636008914","90395.1366610793","149800.702756436"
"cis-Zeatinriboside","150799.927609318","315277.545121","154519.864127552","198247.296007257","55014.4240186646","107663.003103762","116415.206103242","239795.39604752","152761.449610792","170852.119492052","98107.4351892743","114282.477595449"
"Citreodiol","1398912.00974189","1379154.21539387","1110185.9539169","1741213.75301885","4281187.16500842","3030186.50784228","3642752.738492","3059512.34630511","3068306.1354575","4360665.35868446","7794980.61718577","8254133.97173116"
"Conagenin","29366.7369997868","75329.9631881173","28400.925201238","12951847.0723659","131914.048275926","96234.7251039674","8799.57725444771","24935.0208628929","16012.9082376285","221689.364772427","45285.7908871422","42954.076021127"
"Confluenine A","5904599.59686577","14495657.6736929","5918330.45274466","9550779.59989253","2404432.22518456","6192612.8733832","1595200.61211896","3805332.31128756","5048929.70076482","9464164.83199542","7056023.07355518","2164754.27192983"
"Confluenine E","326490.824162815","3843550.03402868","380859.28476959","2170950.21842228","275720.889729181","1176916.7520696","609562.690505299","957793.892743776","1663420.04225542","4346398.8787727","1640979.9022048","4516338.65775518"
"Coniferylalcohol","413068.897113761","355909.987145681","433622.946723172","358591.216696434","375532.103113488","393346.880379366","500386.321728114","476947.077240312","413418.122750385","366395.274173884","499715.62047697","379936.565772702"
"Corallorazine A","523451.225270914","833768.775619066","481390.802514142","999270.991413647","181859.340929871","228330.159032542","264344.155924165","341863.998835519","743348.113825844","733400.760729754","569736.60938349","226032.61598174"
"Cordycedipeptide A","305050.575654316","367660.443322693","334181.503376659","45136.4144136025","38756.7496528738","32771.7427679249","454422.986544095","622529.594413796","707585.181530792","39971.2834367315","34077.5820121447","5426.18160380362"
"Corynechromone I","2737.64109963904","2719.05392167301","2775.76203334986","2753.1648908083","2774.4383674988","2712.54573002564","462574.975864065","380980.447161846","250454.77672737","628353.343303328","931998.849907706","990914.613154079"
"Coryoctalactone D","2639.13203463486","2621.2136826602","2675.88125547308","2654.09723024767","2674.60521934433","2614.93967652171","420168.203518372","345574.405148562","222688.748186259","727744.624982086","1561572.42804049","1596057.82929032"
"Cyclo(D)-Pro-(D)-Leu","327728.148938442","386033.43536593","252207.518129941","407878.831309503","166584.019800188","149023.051002847","297600.272163029","392080.862233361","525602.733613923","538941.324036696","489129.674169659","254277.753423428"
"Cyclocarbamide B","116134.371130751","225709.968473906","77922.9007942498","219944.262337606","85779.5397415062","123228.478227578","31339.0046153723","100123.447220347","114933.164950672","132781.424323201","86126.655708361","12085.9526961627"
"Cyclohex-2-enylmethanol","1373882.94774693","1198797.74691859","1419581.21923622","1452791.55588455","1734500.79319314","1552083.60087777","1993215.70283251","1922210.09323708","1758563.86908554","1926772.92739072","2137661.00541032","2145182.44903049"
"Cyclooctene","3351892.78105238","1931578.30602045","2324252.36968155","4528384.10792473","5383163.83507467","3851118.61546605","10872687.6532355","8783555.99486276","9093197.78766932","8134139.2236905","7723703.47458085","5731421.7226584"
"Cytosine","6621944.78082575","16388160.8109167","10122929.6214802","2114130.61967079","738942.10942685","1053833.49662517","1377319.86532879","1524997.97903424","3402108.00949083","1672745.85477563","2479799.43276412","1883176.06092557"
"D-Arabinonate","10534810.7060533","10474714.7333495","8564903.70097356","10995699.203839","11027030.2051885","10913554.1149471","11222456.6797137","10854383.6850202","11244397.4910807","5736731.38097452","11149581.3602488","10913920.9215821"
"D-Arabitol","288564.791940768","238051.428431189","207452.652344793","415130.457377052","392429.568045543","433686.929084188","13978019.3163502","17683106.2443625","13065358.7570156","15015041.0016079","22180350.6152837","23996892.672322"
"D-Arginine","492269.091130704","594860.616745583","193735.689728701","238162.740912087","175475.093706179","1227800.25307616","1509641.72484474","181228.43920876","220773.910450007","296716.117254224","81168.5520429377","106130.432031003"
"D-Asparagine","51308.0783161447","22112.9920405972","11732.4375764732","18720.2466598396","52412.1636868646","63759.3632960435","605038.648040968","695629.673957287","502010.414095661","401032.832318507","290037.722225861","598500.142081344"
"D-Glutamate","622596.444443391","90981.1391769851","82412.4773352675","330464.435544236","216460.174018226","841250.488550087","240747.003831019","382413.520547113","291495.848123675","142447.526384987","220108.987144114","136112.903149786"
"D-Phenylalanine","37648998.9682578","52647091.2856682","34106768.5011265","29205882.7299648","20636645.8342005","32844711.4764856","9522244.0324757","5153414.70863954","20774309.7596272","19011785.2519233","5010690.3643789","3869770.6062604"
"D-Pipecolicacid","2324619.71924127","1565226.87936932","1892548.0831616","4781004.14447688","5588160.02331481","4737537.65784253","9566981.95683497","9184369.04203977","8966959.9130354","14689647.3557966","6609163.02404039","13755546.3682907"
"D-Tryptophan","1373067.53588482","2887939.6054497","1236445.00369607","2500476.4922883","765266.957671191","1769465.91699577","437600.810606621","560934.785761275","891403.717614541","919628.351450929","216737.84517569","201375.349357437"
"Damascenone","164800.542154207","115791.347207604","212805.081635585","148494.511493776","475421.025309285","385019.992735992","302498.473797979","6620.53354580852","133922.071883451","108913.082339214","378352.761173979","171768.259745122"
"Deanol","1159802.96154244","1211321.67166276","1141769.40843258","1690959.82045921","1080710.51866659","1031752.96496129","939169.906163136","931301.158605351","895318.432257365","1132750.76812416","554883.68609722","686582.777912261"
"Deca-5,7,9-triynol","277957.060151997","252750.355595079","63460.6727600713","203557.256463945","111408.570175079","132446.409118735","554861.845560304","733650.500702819","630167.725984806","475617.417747839","478513.711094597","339174.463103658"
"Decamethylcyclopentasiloxane","12527404.3051171","12083758.3782527","12236865.3002612","12861367.2591464","12645382.205083","12668288.0403443","12764360.6594921","12771316.1722647","12719207.8202281","12829105.6727179","12689802.980749","12694971.4188051"
"Decyl 2-acetamido-2-deoxy-beta-D-glucopyranoside","146585.132227446","131692.29779652","161329.035293978","162291.703266039","115111.464611534","139283.021599644","127426.983018057","127019.618400266","116762.020242395","141635.322681434","132434.010774593","191719.844797923"
"Dendryphiellic acid A","916329.684327203","1020981.97331294","712837.595498282","5053227.26250033","4305393.50343107","257837.32091347","10343681.5043424","12562926.6750468","12609029.7841788","8454628.34665134","10659243.9154599","6561293.75352811"
"Dethiobiotin","277245.198342528","443254.253599003","180825.957054504","713781.396544126","575314.047511417","507761.558662328","437702.559029118","362417.580308417","870347.212379142","822592.94004761","980477.658145739","278163.491767689"
"di-tert-butyl piperazine-1,4-dicarboxylate","5730.33802546747","7650.14621503861","6753.78103618289","6760.74262519437","5717.41225788043","5258.70159933637","2299559.74812427","1579548.69255016","1437075.42103323","778929.680628295","258669.927357886","1083707.15480971"
"dibutyl azelate","4424.24954953583","3566.78125139019","3546.07092166027","4188.47014649462","3444.21906887469","3521.92761480597","1300641.79447993","1501571.30285021","1134396.16492706","721842.045009537","569401.123571324","799615.685955114"
"Dihydrouridine","330143.644245909","647810.199656388","303127.219648257","382073.677259605","142113.181055032","230365.676064466","430424.221021312","657090.287971677","485595.230499086","540436.411975038","421268.309029782","368922.526546205"
"dimethylsilanone","2018420.00087578","2277995.1792326","2133609.14897154","2223749.63022166","2213262.41106316","2108539.74490179","2648260.64450102","2512434.71711986","2576580.55476146","2507138.66788255","2260668.41384846","2132934.6775601"
"Dinemasone A","1943101.94992991","1810512.15425109","1399787.8901576","1404158.83016011","1468131.97715608","1350849.23905706","6795575.87595042","7419424.81903759","7393672.6177293","3789495.75011746","6509242.50889385","4325161.72578378"
"Diroxamel fumarate","497874.304057816","278719.280815537","240535.391295271","285187.29084097","66488.5862828568","48094.0300646383","164982.172562898","258884.761679103","412763.267236365","319844.598534808","266350.108657972","145172.153733352"
"DL-2-(acetylamino)-3-phenylpropanoic acid","148686.062688624","211419.573362252","107394.126157922","537836.382709242","174374.50203008","120923.156674878","172025.008493629","194146.741605057","182697.967454712","235941.869741681","192275.627446616","393488.309910324"
"Dodecanedioicacid","711715.360865674","607622.708295956","686163.016242536","89218.7938487535","251226.914860591","223000.342864865","52516.9681491913","52319.51370382","48077.0268919621","126820.129522366","39854.8236288979","412337.171143859"
"DPA","1244540.70665768","2019405.61042911","1356723.22799547","1362126.72424307","2979111.39825405","1918191.92326892","2342906.89095864","927694.506453905","2058523.02124694","1496539.74006483","2594390.40791901","1102035.96842727"
"Elaiomycin L","13305.6860904068","19217.3013490268","12912.331411434","23963.4407135647","8734.61833791816","10813.187833498","139326.471653029","232354.710059125","183620.457122169","253678.624987892","99218.9518228872","371649.453273527"
"EM7350000","394963.733152199","404587.970727174","322681.664743491","513368.070702334","745829.276865066","649454.680799344","2384038.04890585","5715552.79165702","2613338.12458325","1747315.31797517","1468868.83200507","1673921.0810075"
"Ergosta-5_7_22_24(28)-tetraen-3beta-ol","1574080.52649026","1531772.69485698","1291340.24727025","161490.779677944","123810.914888256","91081.9850583807","96367.8018614719","26933.4325504371","146417.030491494","299715.909547586","328338.905940323","932529.617804614"
