"name","area_11_1_856_S25_noOTA","area_11_2_856_S25_noOTA","area_11_3_856_S25_noOTA","area_11_1_15_S25_noOTA","area_11_2_15_S25_noOTA","area_11_3_15_S25_noOTA","area_11_1_92_S25_noOTA","area_11_2_92_S25_noOTA","area_11_3_92_S25_noOTA","area_11_1_856_J25_OTA","area_11_2_856_J25_OTA","area_11_3_856_J25_OTA","area_11_1_15_J25_OTA","area_11_2_15_J25_OTA","area_11_3_15_J25_OTA","area_11_1_92_J25_OTA","area_11_2_92_J25_OTA","area_11_3_92_J25_OTA"
"group","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_noOTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA","cD_OTA"
"C15H28N2O8","30723.3701666087","16319.7689118288","55410.5161160244","73686.0997956342","63845.5300954185","69760.3631350237","228535.691291685","188064.727587792","190225.28462928","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C15H29O2PS","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","308706.364048893","153454.185269478","114937.46275269","485150.651281921","15679.6211790743","441142.982987002","258790.376680961","704786.839298638","242185.871577048"
"C15H30N2O7","158772.968315074","188965.926271066","247001.383716257","179186.545716552","289682.695747722","254017.870270178","763095.735642125","659160.447823941","558955.957542184","1082139.05727858","877977.247801801","1123623.92183596","843112.867915191","455650.060949239","777284.418810401","2303194.26588609","2420466.48807797","1181280.08749626"
"C15H31OP3","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","53118.8344638986","35024.2835479882","46904.6072463151","89904.1211377277","17541.1723495302","45458.894617091","94971.4042342096","152139.882932908","63264.5012044888"
"C15H32N2OS2","79966.7269700504","143718.60310537","141510.838046634","23981.9490170595","21221.9874653226","23703.4342359255","15534.1425511839","15228.6040451686","22799.9409861171","165893.818605431","115079.474684147","137737.031910275","61846.6292686437","19485.9313936852","28917.4390777428","63036.2548431864","72822.9810859738","82367.0210252206"
"C15H33N4O3P","2631.93789936039","37902.8864153627","2668.82694448051","27406.9940882925","49763.6885783144","46906.695908992","34352.7730299644","2722.51980783298","2675.23614747826","48605.3200790987","8854.78650835928","40939.5497298269","47347.3109054695","43607.7565877961","37605.9196706356","11077.9124566172","20204.3384342316","6954.17135017165"
"C15H33N4O4P","44017.5676494579","26526.0246635854","31514.8389001859","22362.5075639723","38706.7431525294","40221.4396580131","46696.2509891838","37764.3443842093","31573.0495149244","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C15H33P3","160494.619578274","188066.277832781","163787.453067873","163434.695647677","152484.986849327","144861.382363234","225597.820403319","216855.154623013","242949.951522861","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C15H35N4O3P","85185.1650687988","103255.779809316","269835.200310546","29791.8239474732","47081.8535208033","54798.3188126709","31393.5091675707","31708.3499791629","28902.6205954639","134417.632372449","52088.2636879978","114745.837972875","49772.6885294703","48137.7358015133","74432.4294545486","10321.8463002586","78869.1696887166","33059.5577496282"
"C15H35P3","146697.224272045","37188.9803826757","69277.4445842816","99829.9600130411","138253.309218356","129507.613050464","152700.498344993","170278.896899459","191313.343032454","163399.975981038","115341.805270538","144778.256566665","163697.153573831","81925.3094944637","106568.810298045","227299.097391636","376857.332037132","214479.881852448"
"C15H36N9P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","127437.923638467","89003.6889283421","119390.145418272","246338.426306336","61367.8936898322","132363.575279908","99250.7304562565","296654.415233988","85103.8220602149"
"C15H37N4O3P","647786.901052746","655246.673784353","924868.067952523","238153.082159732","447316.967297533","529468.387948995","292172.275449445","240167.685825097","243112.08088574","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C15H37N4O4P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","274980.865891655","19559.879802431","113651.337913587","141431.01102235","97250.014616425","123852.51644299","53664.9600854056","137519.260252796","75153.7805069525"
"C15H38N5O2P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","45220.446197302","72553.0701021167","75640.0899656652","91549.1903488886","43718.1456884766","10836.7931483692","272677.681276115","182998.124982949","385515.136990484"
"C15H39N8O6P","24012.1915509599","41890.576193152","35146.1632347222","24528.7924065926","81823.8945833353","82056.472891913","34375.5579633317","93214.9512715811","92651.8182020464","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C16H21NP2","328877.489567054","211241.34449765","247813.224611672","916320.023263791","427991.148505533","122495.224572666","16577.0669187929","15826.6188088999","27992.3746377915","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C16H29N10O2P3","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","133069.981173123","192159.329889534","88903.3470157732","65673.5563943484","45968.8058616497","98403.8558848693","55668.9575222971","52685.6191797276","59793.5477530949"
"C16H31O6P","85041.9560672167","79308.5562089848","91880.4604004393","207594.467832454","178313.14675827","137171.979623079","177522.909666762","193203.886098135","202303.759587132","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C16H31PS","9086.09151029056","7306.03670739499","9543.22297853638","90026.3719440539","124562.661589041","194282.908336292","7176981.60781224","6830770.16098842","9616902.26823387","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C16H33N4O7P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","4348.61910252836","8649.3400223985","9758.83217263114","53484.0123296316","50245.1663294709","43421.8376509709","2664.02088792476","16313.2553012049","1862.54683481839"
"C16H33N5P2S","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","20159.6065874207","36577.7806362062","16562.7747809561","62174.4422775605","3864.49076447747","69439.6136665543","20921.8472522142","108115.618608709","18337.2284929777"
"C16H33N8P","252017.637419343","195501.414700537","196867.44937336","88911.7187488751","137471.410865845","171069.692692099","148703.018015517","149160.446825304","133079.031994128","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C16H34N2O7","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","116271.167501756","47195.2646595409","86815.1580466652","118959.064803031","136504.778726838","155876.179477308","85231.904226055","112453.508069891","88708.3957845764"
"C16H36ClN3O7S","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","95863.7302288841","80629.9866403991","78434.9473916732","83992.068880496","72996.8126820649","71355.0664845182","60898.8843715305","87355.3888726905","96077.1998047854"
"C16H37N6P3","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","288553.628974778","418846.315836176","533108.863387951","179587.786744919","77380.594997222","34743.7784573213","24239.905529111","72020.9727042849","23875.5615345346"
"C16H44N8O2P2","43189.6598104392","47129.5896006756","48144.5566167695","40793.5676867241","29472.0521407514","53126.3988831989","22345.4202571822","36959.1421359621","45611.1988801394","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C17H24NPS","182315.315551874","128693.70219438","153241.686865146","119699.219426618","120896.970418045","195383.819462866","4348.62373707721","4274.34057603236","13689.4707910928","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C17H32N10O","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","643353.077334629","202900.170434915","461573.48696001","976697.173284646","1320453.18807029","1099397.75148388","1083112.12213305","1025052.57539145","1119414.46528375"
"C17H32N6OS2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","275515.372136001","47124.5145930806","198655.644030736","304225.424168426","178344.13924677","317928.676300742","10273.399788163","48864.9869690743","4575.6518284738"
"C17H33ClO5","30767.1222929877","34144.0171386035","39010.994202621","69337.2746431229","71084.1778924492","70344.7669041804","51818.1807645677","68566.6762643835","69692.0440955628","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C17H35P3","141035.540253687","142772.105054895","155540.111630836","356085.592970656","332407.156472659","388555.6338874","405846.192480625","438193.982862265","485193.220398737","785237.920847238","157296.863336233","491298.178429629","1127363.09060051","365412.908885483","659661.015845815","833147.193995024","1426790.57425666","704802.811164731"
"C17H36N5O6PS","1266894.80108816","1072700.72225105","1568102.42857433","498864.606671258","697881.614960364","714509.629271574","544920.394114247","399699.55815191","484652.933398599","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C17H37OP3","345466.516040972","418539.311080264","568340.971957043","440281.721753998","509931.592493316","536005.939210515","597417.14848497","292455.741008187","540110.410357535","498559.56623748","281194.399197663","469476.950615637","723691.251149744","158041.63739766","276996.866408238","2256102.83273702","5203437.11084112","2079265.43793021"
"C17H37P3","2702914.80267465","2929745.81247757","3182222.11662912","4310669.73098571","3738468.38484779","4148730.76450693","5369855.57070794","5635103.71724897","6292772.36792551","224035.174948211","44509.6140182548","142875.377057938","213531.384534221","102982.157248339","171596.08904738","116786.65260222","210746.166223285","108614.894134987"
"C17H39OP3","654050.437392643","674587.407682734","766343.074482476","827422.930146774","328751.14017948","910634.67383545","1250273.78740881","1291134.8313399","1361826.77456403","1512619.05733261","579340.630697197","466109.391258341","517256.527677531","136652.352974813","126184.722083948","409971.295839464","779895.823727081","630178.738548249"
"C17H39P3","966975.725798353","1306181.9221395","1432462.61541431","1543556.94137156","1877033.98068926","1680924.44558889","1595174.78007788","1634499.76306609","1726009.40965917","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C17H41N4O6P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","15216.4728095302","2495.19229570366","4645.39455177471","97548.4064230336","65656.1868340208","155903.790494924","2496.79310905937","42485.380695426","2449.59430211116"
"C17H44N9O2P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","44245.0049317985","7660.11418881967","27623.9811944886","74709.7180621051","107770.087362634","104047.091549969","91071.9012329943","81691.3589536727","93943.582431796"
"C17H45N9O2P2S2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","55870.3792838836","40681.9303361301","41512.2595022782","71966.4818640735","130654.681202687","46462.1860150079","29757.3451898287","63187.0633433063","43695.4239529605"
"C17H45N9OP2S2","17825.4179057301","19014.0874675273","33684.5328526184","42000.9903524214","4446.96814501173","3349.24087576993","17245.9336291434","6290.06229724968","5521.51162272537","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C17H46N9O7P","15324.5972690709","24658.3426946106","55851.6253749067","18985.4906923309","62561.6250487922","55728.4421787802","15374.6933109278","62026.6278897624","63393.9994785806","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C18H28NOPS","82053.7291626565","416837.430150133","308817.340769335","12002.8343047915","16196.3708031521","17515.1450475378","8151.68478184779","3588.59096751488","9459.72254310588","122332.777348058","177510.79419511","172895.741462191","120888.126722268","3574.66184387186","108123.372501719","3613.94739639823","24538.42184173","15458.0824475351"
"C18H30ClN4O4P","145876.00519139","165076.269495218","151293.965632463","114876.788564517","83832.9695054581","76024.4422210185","195355.583716756","127432.781310725","150230.221320803","182344.576274477","148132.295848104","159082.555157665","154909.910235017","146021.215171934","133814.193500421","126314.077816212","172884.547304679","197750.305607527"
"C18H31N4O5P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","578468.95493981","453443.231678172","479088.772967576","397065.000712013","451185.452064244","460817.216605194","356181.169930465","553087.419474344","658326.419613664"
"C18H32OP2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","152103.727848236","148322.396083593","5049.56240912882","137497.794287611","147884.127287879","4552.28507758102","147672.481213557","156433.876904393","140069.469257495"
"C18H33ClN5O4P","73159.6949030396","84640.6420489286","74564.8739893434","54733.5840734478","36632.8655913925","32446.8764386731","90143.8294928674","62527.9855337633","69840.0932660084","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C18H34N6OS2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","31010.4198498269","28407.9823674004","31424.8062213729","32505.1477774751","29493.8752953484","24431.1542413293","26044.3334614202","28810.0390574985","27392.7342972036"
"C18H35N8OP3S2","1672.3015689811","118085.26017482","2639.58786818868","140140.293380577","199761.707687141","323205.855390667","210017.852495088","151972.502132981","214186.326219245","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C18H37NO5","730225.358482992","753030.103718202","997766.789540485","256115.288115473","242521.108470588","330225.744487624","216468.762657677","224855.864172531","301962.561441307","783408.997745276","208797.984974295","376057.73208762","325562.52405894","119672.332134781","245652.05242245","367644.59247639","555908.507939217","398040.062168941"
"C18H38N2O3P2S","70359.2106252417","15205.675180569","78944.1849392442","154021.862746171","193800.582164198","180357.816647379","5237.10355079892","4017.14181757029","29005.3203977006","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C18H39OP3S","55120.9635955354","64080.175730374","57107.7851878616","34639.0694270994","43075.6269885776","63931.2913720725","51104.9397200413","42981.042722844","56145.8008003663","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C18H41N4O9P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","185637.290806762","127581.990275934","118501.602587162","128371.639809996","146795.494628059","107334.552822697","117334.650358974","140978.834430214","133282.704783061"
"C18H42N6O10","41056.213222405","91767.3648264169","90163.5391416373","28602.4406533485","93121.9552582309","101211.365731364","33242.7592079034","93110.7825587388","91327.0656223087","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C18H43N3O7P2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","397867.044203282","293131.538184792","292753.376478124","292763.54877959","305790.398191552","302540.282648539","352674.513985272","391238.313606229","334082.511747186"
"C18H43N6OP","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","71326.5001355743","76523.5899851716","78756.6900056727","68654.0575128723","79659.1118418896","73592.6226208144","84848.4611906274","71532.4823326306","72238.2482064123"
"C18H45N4O3P3","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","48680.9881479956","43400.0958588514","80118.0470251013","48594.8857195815","44211.5724480096","78907.6315343199","26009.7059491556","76291.0279193122","45091.0357053231"
"C18H45N8O5P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","30958.9615888304","35349.7909696045","47373.5308934771","35678.5718667399","34946.3012686663","56614.2771104475","41683.0787044776","46150.930249199","19621.0428454622"
"C19H34N2O10","94254.9975442113","87862.370974196","113804.68604893","40529.805100284","57856.695506873","63846.2472906648","2555.25656220027","2388.70189424399","5246.99948166674","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C19H35N4PS2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","217083.458489148","204476.130929814","243167.664836297","193714.585805723","184086.172843336","200230.213259194","199818.542469308","238181.113781659","248117.783718215"
"C19H37N4O8P","50038.7892398759","55907.3840423417","76546.1368588704","30806.3304550154","37199.7123003783","33305.8286205522","27605.6531660643","18190.8163376633","20792.8027008254","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C19H38N10O6","49257.9515620229","52664.3670438417","3795.46923197566","46707.67612311","3752.83796047729","3936.99127060736","58579.4394133975","3915.49999448453","3813.38964257402","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C19H39N8O3P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","38466.3270398718","31188.193016132","14455.5360528374","35789.9783887243","51343.9017015711","12901.317368165","20068.5091327321","14370.128724104","28591.2709128227"
"C19H41NO4","42562.448107561","30540.6167135886","38106.2562717721","71862.815587818","69779.1500312912","87803.5441954241","29687.9083260255","33919.2118109291","39211.4828778728","20908.2064159905","4296.78710053251","7606.83966690469","63236.9339787545","28677.6391650262","98022.6053704949","14885.897185405","29575.3815422013","15548.7685061023"
"C19H42N9OPS","18238.7359005409","39183.272668718","29007.8877795058","33691.2841442046","56018.5971358176","49888.0603051744","19031.2048339074","53400.6027718889","55876.4475089439","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C19H47N9O2P2","148360.924471181","81667.8795713229","67384.1179486305","341793.449111745","18340.0602390754","7739.52064459416","1454113.36248195","209266.032902823","273034.869522852","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C20H33N8O3P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","1152280.52464248","898334.664410763","711293.691282162","1296891.11441888","1009789.84289041","628922.984604821","538337.703185134","745288.836510945","580836.625272751"
"C20H33N8O4P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","304148.254889531","229514.624812723","241304.850471097","353770.996547358","407399.75261278","370919.721810564","123796.758081915","162257.523226257","130379.945236088"
"C20H34N10O2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","26086.7863729388","2498.83696836218","9964.2467066822","150959.747947669","102730.475520334","231513.660678564","3208.22344513814","64514.6437919471","2423.0657644563"
"C20H34N2P2S","854598.481360186","1141900.5418018","800673.494728319","936995.408927036","605256.816276542","643139.94757365","796956.052816282","769559.852238687","1182337.77978994","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C20H36O2P2","34631.9749110279","60498.6832615704","172248.421394847","41757.0261193901","135831.334011919","137764.439636142","47034.8263489984","149543.328173741","156735.202811309","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C20H41O2P3","55692.318827298","44714.7680328206","43611.543881387","38565.3663389972","49024.3822784318","62054.6443078547","59640.0864129711","58106.9853205758","49861.3410275436","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C20H43O2P3","433435.090402344","349109.585112063","360163.441610031","182473.916611508","278436.656364597","328461.391749068","299076.564483518","293765.943880511","248167.028992714","284975.443513392","296921.104116776","412151.635351772","258031.76427884","240799.162458027","226684.037212126","292821.561376689","903478.36622235","297521.802991053"
"C20H43OP3","995997.852412651","914031.082407668","1190932.89806111","243944.566680364","333855.702758277","468884.175982624","406925.460408866","259826.670756641","251214.257819881","775245.982009222","346642.500521554","503270.900627351","598356.230417779","541144.885157996","553257.287859886","239801.03754222","536280.591832843","303614.935908696"
"C20H45N9O2P2","153341.839304864","193306.810870376","215890.995028389","11584.8190118283","5800.82494888231","5241.50736357623","6479.6719990732","8650.18456738184","5133.16574838268","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C20H45O2P3","133699.976744732","146362.769924555","132272.865432105","75793.8787748873","127783.544142846","135521.604024869","75514.807798701","58543.9751658432","67262.467447696","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C21H29OPS","2709.78178652693","2747.26509258006","2700.08548222205","31562.4453053259","34890.5397818786","34535.8014935511","24020.1147070223","14427.1518484417","19043.1112934688","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C21H33O6PS","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","133805.436062795","45528.2649921371","101919.094259286","144953.280220737","117767.333040012","149321.173578556","23029.2786864204","51491.0772034688","10189.007020138"
"C21H38N5O7P","56963.7528669947","58503.2992106657","81129.9557303616","33285.4134412102","22039.5417772132","22660.5353990557","33849.091699175","12382.2047466137","18327.5190248001","330267.057011398","301092.692460897","285959.395878236","368224.466589272","342939.614229672","227843.329271032","146500.357436121","205116.479664962","142820.538481279"
"C21H41N4O9P","18579.1882966765","22942.9343071645","27297.0538619005","47790.1010811675","24496.0304200892","24636.0410642766","24419.1217758303","19112.9079078137","24839.8058840515","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C21H48NP3","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","128632.509018649","338728.405512309","118000.770907599","80908.5859010381","72086.7093803928","4381.34640593648","116540.722256234","24536.4108737842","114079.203332702"
"C21H49N9O2P2","244346.951734088","331949.721354291","326136.064528337","156634.327173514","8284.89256052528","6424.4391980871","384113.960740736","63598.9459365673","61420.6119478639","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C21H50N4O9P2","86382.2212152506","94577.2313406937","98230.9756430684","113805.60459176","46020.1729901169","40472.0969016043","108139.387339559","80877.3094004745","72489.0165433549","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C22H20N2P2S","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","3582.19105191547","3035.22841393582","3037.90559798523","147471.442380689","40430.8837845494","223297.588917246","2834.5882583065","153666.000313684","2929.69084796473"
"C22H29N4O11P","202816.918225209","147284.599131786","188296.916528163","2678.21559165372","2590.97261742308","2714.42571390827","2626.71884089215","2613.03357865425","2820.69834908346","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C22H42ClN9S5","369245.419744239","418805.139950415","379529.381262803","397332.285728111","391289.425306023","375434.139936236","399291.292805466","390810.975784193","421962.676165042","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C22H43N3OP2S","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","474939.728244548","411236.574847494","528125.971499471","482339.200799417","453824.907473418","483809.847752131","405626.338201442","505853.407305642","488641.290124642"
"C22H45N4O4P","51687.5128011452","55927.9913979913","54969.8739616275","54004.1421188771","39680.6309088816","66824.4974755428","32018.8891210592","47121.3086559215","58642.4595346734","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C22H46N7O5P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","2174200.76499509","1751612.02551278","3060540.30377621","3956793.65385786","2858287.23025434","1805234.64222345","2762798.46857455","2251323.73272168","2909045.00326257"
"C22H47N4O4P","13813.9485427118","21157.4090891998","21044.2936170411","67803.2129815235","26983.1855534913","31247.748474451","28969.8762375287","30564.1343981833","43739.3225215896","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C22H49N3O9P2","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","36380.5770880371","47146.3454115338","27573.0289026525","47081.0623410934","80310.7690558063","17232.0027708061","24886.8859759972","34024.4228084499","34035.2101654627"
"C23H37N7S2","370183.360000428","415704.560053821","347817.473603357","390162.160409376","333621.535914581","318930.723832921","374952.759109461","352907.212137598","388369.224814893","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C23H39N8P","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","125111.066864346","12558.1422574583","42076.7987675369","29285.531328441","9578.57305404194","22988.1763887588","36213.5841275253","73576.4062569809","59567.9675814125"
"C23H42O8","11020.6803410604","12898.6537100792","18323.9377482892","26543.0912806727","28127.8803728537","37011.1179805419","3047.45790377785","2169.61135289947","2208.21819951557","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678"
"C23H43NO7","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","372.509366963678","176870.150630285","470145.326526235","313749.094416067","3090.55989049472","2997.1982331421","3070.61509474021","55303.6434046374","186384.526068787","10809.5636471845"
