"name","area_2_1_15_J17_noOTA","area_2_2_15_J17_noOTA","area_2_3_15_J17_noOTA","area_2_1_15_J25_noOTA","area_2_2_15_J25_noOTA","area_2_3_15_J25_noOTA","area_10_1_15_J17_OTA","area_10_2_15_J17_OTA","area_10_3_15_J17_OTA","area_10_1_15_J25_OTA","area_10_2_15_J25_OTA","area_10_3_15_J25_OTA"
"group","cC_noOTA","cC_noOTA","cC_noOTA","cC_noOTA","cC_noOTA","cC_noOTA","cC_OTA","cC_OTA","cC_OTA","cC_OTA","cC_OTA","cC_OTA"
"2-{5-[(3-Fluoropropyl)sulfanyl]-1H-tetrazol-1-yl}ethanol","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","68368.7692247584","55148.0088010469","100985.281226321","253899.871680849","47664.4345516464","30599.7572242587"
"2-amino-4a,5,6,7-tetrahydro-4,1'-binaphthalene-1,3,3(4H)-tricarbonitrile","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","50013.7901812884","33009.2288290067","37277.3165637357","78901.7719692565","27540.4459575515","25836.5904628462"
"2-Chloro-N,N-bis(3-methylbutyl)acetamide","73976.3928838769","82758.9234226903","68530.5617482507","59233.3944597755","110751.561371276","111991.659105947","102122.400988579","62055.4254208527","168163.133871101","101336.984927076","70386.0845768504","77037.1223160017"
"2-Cyclododecyl-1-(4-morpholinyl)ethanone","486226.756135932","794862.667238746","576214.027851456","498871.050075567","343003.666729391","412652.465090996","402325.756957798","338826.122028775","478860.935419245","400414.008556484","220876.462571948","388305.263130959"
"2-Hydrazino-4-methoxy-6-(4-morpholinyl)-1,3,5-triazine","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","437119.683727604","490394.779341304","602378.895612496","5403563.9464585","7906566.9212088","1308170.66906946"
"2-Hydroxy-2_4-pentadienoate","177164.739052319","117260.278664632","66919.0184669269","311354.296278123","266693.77554196","218707.970949556","2367799.75777003","4336005.27801334","2329397.22205342","1264128.68963719","1153735.62673155","1309364.82674725"
"2-Hydroxy-3-oxopropanoate","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","897980.221313555","1026073.11533579","863742.692906618","3760732.38791278","2719208.82438381","8252648.88088808"
"2-hydroxy-5-methoxy-6-(3-methylbut-3-en-1-ynyl)benzylalcohol","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","99719.3315919115","109163.787553305","128949.014274536","20827.6066364741","10545.8631336386","6226.74393863622"
"2-Hydroxyhepta-2_4-dienedioate","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","2596095.16677293","2468293.19877155","3365365.73528099","1802556.93809013","1314693.1043696","1855237.50876995"
"2-Hydroxymethylserine","65687.4727589572","56476.2863533734","60787.0609170289","54496.0955300642","46253.049013358","46734.1063043844","70745.0980784145","65076.1630353456","75360.7959425416","68465.9332458808","76353.7143461321","48702.1080220717"
"2-linoleoyl-sn-glycero-3-phosphoethanolamine","89309.1028874257","65248.4127611626","46360.1641514621","10196.1873925524","110994.476985548","16547.2216164075","921059.636132493","724346.215414632","2824597.36054438","1330764.45673884","1674042.16815636","126526.892251314"
"2-Methyl-2-propanyl (12S)-12-(3-{[(3-isopropyl-5-methyl-1,2-oxazol-4-yl)carbonyl](methyl)amino}propyl)-11,14-dimethyl-10,13-dioxo-8-oxa-3,11,14-triazaspiro[5.12]octadecane-3-carboxylate","13003.1323517507","13197.9120264265","16954.9190731153","12478.0056885196","5612.55572069398","3490.46187283514","9349.33026344518","12668.4114486466","7193.79185045125","20212.0471626168","33772.4172901341","39700.0864617422"
"2-Methyl-2-propanyl [(14-amino-3,6,9,12-tetraoxatetradec-1-yl)oxy]carbamate","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","89291.9413464203","95678.8522082152","79649.8251367355","207338.794016712","218839.068132454","688646.7132635"
"2-Methyl-2-propanyl 4-(3-amino-1H-1,2,4-triazol-5-yl)-1-piperazinecarboxylate","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","184344.139151837","36153.444604506","120409.168914131","102115.435128742","64224.8802658142","73789.123858438"
"2-Methyl-2-propanyl 4-[(4-{[3-(dimethylamino)-2,2-dimethylpropyl]carbamoyl}-1-piperidinyl)carbonyl]-1-piperidinecarboxylate","1181454.99593825","1780763.69542801","1220429.412805","1945065.09179469","1176999.90360411","1228308.05746875","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"2-Methyl-6-[(5-methyl-2H-1,2,3-triazol-4-yl)carbonyl]-3,5,6,7-tetrahydro-4H-pyrrolo[3,4-d]pyrimidin-4-one","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","2899670.18232649","3379683.73920617","674415.230028522","2107478.72600208","2603817.4722149","2439176.16431028"
"2-Methyl-6-oxohepta-2_4-dienal","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","593995.863285838","530229.09384106","665118.709395636","988504.283948329","1552425.69440432","1655307.56073357"
"2-Methylcholine","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","3314540.28767042","3889184.74849214","3291626.62704717","4392447.89392288","6521997.00075699","6972075.99567252"
"2-Methylhippuricacid","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","104656.383105033","93397.1607590572","58568.6264510347","323039.005040042","250064.028132796","168440.66346943"
"2-Methylserine","1110590.05681565","915551.732506872","451908.422290287","1302508.7467143","922529.39360285","1579581.33991735","999867.331862026","2075321.03166864","1513143.04539718","496737.577811972","232977.672972129","752158.31244121"
"2-Oxo-delta3-4_5_5-trimethylcyclopentenylacetate","538023.150527604","501408.120120734","300643.512234249","2093726.125718","1604783.33507294","1726552.31906521","10364028.0216721","14066526.0405529","12098213.2183879","8350603.51678891","8328019.03516613","5405063.13165004"
"2-Oxopropyl 3-(carbamoylamino)-3-(2-chlorophenyl)propanoate","2435491.83714142","2350891.48403886","2302535.26482293","2414105.40142134","2544874.58532905","2438033.97490266","2577302.64470389","2451849.97352887","2407869.19139695","2472741.28336855","2633880.93807509","2510586.66060058"
"2-Oxovalericacid","3032559.76366045","2845725.86653584","1610904.60769817","5735918.17721387","4895202.33204332","4182614.8642115","71114555.1526374","85503011.335856","71516514.3744677","44806215.9501509","52010784.7810353","59945186.7566048"
"2-Phenylpropan-2-ol","1371641.29576876","1694535.05566804","1242474.21719167","4621365.61645603","3043075.07409118","3032865.63792733","16904779.30367","22634680.3840113","19521944.894418","13696391.7119333","13655511.702778","8845914.42057437"
"2-tert-Butoxycarbonylamino-6-formylamino-hexanoic acid","253779.427821242","1436141.45015858","237708.344279731","1480196.38216231","337386.045420181","810199.646949957","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"2,10-dimethyl 4-hydroxy-6-oxo-4-undecen-7-yne","314721.963493315","214345.396208873","384605.422843503","278379.039054073","869077.81497605","688693.921158272","1522042.41529043","1105210.30429788","944148.270076364","1182569.99893064","1693471.96233738","1469900.38054834"
"2,2-Dinitro-1-propanol","784425.117497598","643115.07533205","322647.043495755","314038.899576331","540511.35349507","1474436.69975429","543748.366729334","173501.78483643","572111.35987187","2128489.41295586","220469.304497236","2008713.77672326"
"2,2,3,3,3-Pentafluoro-1,1-propanediol","413600.183604603","5616682.0710298","173607.739701007","193657.097401038","223036.295701198","1176078.89579639","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"2,3-Dibromo-6,7-dichloro-quinoxaline","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","29673.1779987096","45575.1155970525","45657.2719984976","40993.7178703014","29846.278382916","49210.4848434562"
"2,3-Dibromothianaphthene","527795.317342338","343876.478780756","524051.934354328","419227.587099194","181288.311398826","206696.327882927","364005.773864013","657475.55271241","426369.36736374","1022747.1475522","1009144.13294169","1534620.86074935"
"2,3-dihydroxypropyl (9E,11E)-13-oxooctadeca-9,11-dienoate","2663777.51735389","1487652.43831722","1274112.45780599","29579.329817436","61888.7174024402","49884.1801964466","101482.000559163","84281.4222115362","78861.8954279636","191431.889301625","80857.1369222761","851207.828966269"
"2,3-Dinor-11β-prostaglandin F2α","4621178.07362667","4838229.02050249","2460082.73945099","1271789.91403315","1390539.2824204","1377300.12596106","332244.606964402","313292.396214009","189163.279822081","1579533.2602464","323714.197810447","524069.383869547"
"2,3,8,9-tetrahydrocineromycin B","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","144746.252049863","171791.755238885","144900.862809104","94078.8757779067","79667.6698670832","179366.538801876"
"2,4,6-trimethylmelamine","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","357562.493304243","225843.521179313","182532.689892574","241693.862663365","306495.732182763","207491.344479308"
"2,5-Dihydroxy-3-pentadecyl-1,4-benzoquinone","1573713.668788","860351.399620714","818918.679765677","13563.9231663202","36996.2755407961","25508.2993652506","62989.3392383011","73222.6898440746","72507.8216399543","137473.724607402","51220.8334308834","540729.641222549"
"2,6-di-tert-butyl-4-ethylphenol","698998.718261486","469955.197383304","520628.570964608","122056.759420604","156482.856883131","152648.499654558","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"2,6,10-trimethyldodeca-2,6,10-triene","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","121455.181749883","156773.93100733","108210.310015524","114811.942544768","95660.1265106261","203269.233097541"
"2_2'-Iminodipropanoate","46538.8791328284","388066.025388235","47994.1180996944","1478535.1112898","325230.80308874","369371.361287368","166070.915017468","260980.252313281","280009.621429744","717535.475548236","251822.010612032","4260812.37075266"
"2_3-Dimethylmaleate","375499.159562821","648442.768733883","455440.922281892","2757226.46223186","2420770.57816952","1977630.38946496","2621679.22136175","2665402.96620897","2027639.43490769","1629176.33305149","1548827.72711803","5761118.21667585"
"2_3_4_5-Tetrahydrodipicolinate","60687.8511684598","54778.0671751028","48833.9643900336","47270.1281193107","41645.1037534603","22752.7796462087","111469.381838593","215415.378782393","76471.1951044832","960643.787819396","2058667.37094252","468536.934664946"
"2_5-Dihydroxybenzaldehyde","634199.288468444","286420.414903323","207807.465847515","443406.950599551","362613.163862851","232804.166414964","590055.495841833","659607.680055484","527251.870501695","2935776.33980595","2506055.18783857","2789774.04863424"
"2_5-Dioxopiperazine","1026147.2276885","4070206.77344283","3644527.67379082","3784687.97049245","3891892.99963499","3521205.13010003","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"2_5_6-Trihydroxy-5_6-dihydroquinoline","580289.935297889","907684.641538501","456224.924523141","321547.233229581","337210.636184992","285388.487917849","912398.796905719","975201.439525878","983661.282387218","209732.710442583","495436.354051956","401458.864953274"
"23D6XVI233","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","2188668.23312923","1934682.77165916","1868199.84734776","2026044.02939193","1755873.06582837","3599750.88239105"
"2E_6E-farnesol","27233.8835470765","23405.0522032157","20299.1325478617","71436.3713135102","66787.2149276688","41700.2362809366","176400.705701678","181623.355030996","144798.340808087","408391.321534884","383304.976702412","536078.982279301"
"2R-amino-4S-hydroxy-5-hexynoic acid","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","1775497.85475017","2526588.20445892","2161343.79789646","2257081.56705972","2437819.83985633","1363101.67614853"
"3''-hydroxy-geranylhydroquinone","137134.604032794","113871.605390323","129259.829452458","2352.67730244843","4826.13854609054","6144.85302698238","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-(1-Boc-4-piperidyl)-1-propanol","4683610.47324423","9795549.50416155","4966798.91639811","5124052.06279038","12044717.7033457","10445341.2429765","8216555.56065718","3142120.72509657","11684109.9865038","7477677.84377682","6588611.36521041","7085559.82240867"
"3-(1H-Tetrazol-1-yl)benzohydrazide","1436822.70079185","1421311.95813738","1573337.89444633","1609098.45896643","1594214.17757286","1615329.21320783","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-(2-CHLOROETHYL)-2,4(1H,3H)-QUINAZOLINEDIONE","1460231.20654621","1380530.20696366","1437523.24137485","1532822.73903038","1531208.8231559","1443850.43829873","2229149.07553456","2413752.99935097","2002510.96375145","2155051.11325879","2130981.73028211","1971344.10561221"
"3-(3_4-Dihydroxyphenyl)pyruvate","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","133867.703173696","352686.811185226","296115.035939096","151468.752679229","142995.193336819","89134.3762709976"
"3-(5-Chloro-1-benzofuran-2-yl)-2-propynoic acid","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","81541.4416690858","43473.7846455511","56502.6248914046","44089.5581757282","11911.75210198","45445.3240734476"
"3-(Pyrazol-1-yl)-L-alanine","298952.734202425","180535.588251719","178875.399639355","255079.48837357","225996.797478098","912419.886908644","506396.559158275","98347.0791658051","234805.972489288","210594.277373856","61213.1365855391","351236.298374852"
"3-[(3-Hydroxydecanoyl)oxy]decanoic acid","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","98048.4440980777","109031.846246123","59400.1304944927","228470.329953003","280865.24724412","405343.525840585"
"3-{2-[2-(3-Azidopropoxy)ethoxy]ethoxy}-1-propanamine","478878.606480069","457168.754753712","118612.360417351","463637.286269244","533765.618305368","641456.115887742","15494.4078030752","3688.97961157759","19080.2992099771","52497.4019562858","20890.3792994311","29732.6179641116"
"3-amino-2-phenyl-2H-pyrazolo[4,3-c]pyridine-4,6-diol","287530.158060109","415520.581980501","302908.367284693","177697.390099789","80333.7665320227","101890.865612979","45685.9132395926","47989.4064688562","73872.646297332","68157.3984428834","23651.5169254406","15696.15872592"
"3-Amino-3-(4-hydroxyphenyl)propanoate","121402.804147784","4579.26735367744","4077.42571929578","24049.6655482307","131741.950693052","232949.725714953","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-Amino-N-(3,4-dimethoxybenzyl)-6-methyl-4-(trifluoromethyl)-5,6,7,8-tetrahydrothieno[2,3-b]quinoline-2-carboxamide","855126.519980557","894916.087041366","956740.743279577","887501.295630037","891363.306242426","907970.843075873","937582.104479888","620925.613480778","728263.925406332","937300.24932349","886715.608705802","914655.913017716"
"3-Bromo-4-(5-bromo-4-chloro-2-thienyl)-4-oxobutanoic acid","23471.7146048646","13712.5019714382","23922.0518340169","22015.5774228982","6771.58758900902","7629.78554826293","14013.2179738561","33355.1839754076","18444.248735854","53305.1512917609","55474.3337554714","71844.7034260759"
"3-Butyn-1-al","1533145.63920222","1270594.32527783","1622690.387952","995441.351602546","779325.702446788","1125666.14406045","18151201.9753358","22137124.9171443","17992439.4774328","12142647.5309806","15682939.8990215","17130866.0096945"
"3-Carboxy-1-methylpyridinium;N-Methylnicotinicacid","322835.254391601","275342.224741463","231872.867783006","642845.16929997","1915096.70457909","1981677.57812732","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-Dehydrocarnitine","87330267.4565254","56733142.7895703","115835099.460204","10062176.8612487","16664620.1235264","16711390.3303224","1772819.54891938","2121525.41244527","1293754.60173675","3131813.81258482","1518906.56160759","3642550.24435764"
"3-Dehydroxycarnitine","25017923.1788626","50547690.97685","32728013.5531078","15355347.5507072","22328413.9384389","19784513.9552129","2158352.03692426","3767517.87553916","3294940.31599379","7436494.2679989","3813559.41672433","7514807.93949015"
"3-deoxyaphidicolin","9441.45863738515","4237.85729961077","3971.2095985156","944322.646656883","27726.6156718528","3816.01871023702","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-Ethyl-o-xylene","2987905.07864221","2904692.62052588","2017211.46068457","2136740.08390049","2053973.78516454","2527652.40641858","2605439.27342116","2144567.616912","2258278.48370113","2284663.1355436","1292233.92372723","1872894.4163244"
"3-hydroxy-1H-quinolin-4-one","258573.861889445","226004.422086731","142622.43714283","347449.022575136","197719.436137252","181969.364281117","808631.261036356","904231.083646865","818080.747872829","1897296.71458618","2521272.82335879","718171.273061094"
"3-hydroxy-2-methyl-1H-quinolin-4-one","83701.3583777657","80938.4973034569","36460.3852099581","155794.177424752","85667.5772792966","67474.7997289254","168957.299300642","210980.024022895","151949.175944916","455309.350750042","969091.99597282","131259.019216974"
"3-Hydroxy-2-methyl-4-pyrone","165050.229967109","429601.559235804","323918.334965514","4334822.12990681","4815461.05948952","3722457.96692911","11619623.4206547","9816045.04193843","9136437.74429644","12215095.1613506","13357744.7576823","17646991.3437312"
"3-hydroxy-N-(1-hydroxy-3-methylpentan-2-yl)-5-oxohexanamide","1227509.35326747","1667573.25739103","1158336.57668446","1621626.1180051","1327632.13093059","1050060.32168551","1186834.85306219","1242715.4846665","1225112.27694049","1695881.94604103","905168.078393523","1990745.34203679"
"3-Hydroxyaminophenol","673378.978149675","712425.583116096","657179.729753854","342113.480153835","251214.707320722","256784.436878698","172186.831580505","243757.72243425","204143.105845215","191820.707742803","362851.224543099","115136.640942945"
"3-Hydroxycyclohexanone","2404622.19310949","2017528.35275649","2394458.70025989","3564483.9553262","2532721.42283994","2075553.29006105","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-Hydroxypropenoate","668492.520923369","647125.414056324","483742.839672958","239858.787314463","200108.046787664","461882.609644524","1703379.74671662","1863135.16849483","1595988.33096729","578038.049557935","307685.476236258","377976.55157477"
"3-Hydroxytetradecanedioic acid","142980.768616184","133059.870163039","126872.394697699","160657.704493653","142354.382075246","127647.137415638","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3-Methoxy-4-hydroxyphenylethyleneglycol","529597.513106116","435799.370637911","289930.968114477","1595266.57185673","1940402.30242002","1538764.63755201","2879527.33924763","3223875.65892519","3562035.53217853","2048878.94228159","2400594.71997093","1538869.63598127"
"3-Methoxy prostaglandin F1α","202083.520991026","122439.981648557","64614.7011001211","119159.383850394","147518.1879901","101604.033704775","511604.618615298","621610.11143069","312460.503349364","515193.809603064","372551.556111036","408101.256712017"
"3-Methyl-1-(2_4_6-trihydroxyphenyl)butan-1-one","7520.05046016356","6712.1188343507","5363.75480071706","320707.827006836","56251.9138533302","39087.4015430262","561679.112093948","394329.277553933","395229.242434115","186081.904232497","359112.212430218","333742.037113204"
"3-Methylbut-2-enal","1490341.03050282","908976.828077456","333223.028069822","137766.870021604","203672.36760942","1512728.37527373","2321543.73202923","3790991.66145218","3476687.48996607","1907881.00557961","1668335.33980097","2500614.91480571"
"3-Methylbutanoicacid","286622.721670148","463716.824881692","246839.090367493","573821.519093612","419837.540857591","411614.519291019","2669025.96815658","5224386.2255121","2845220.7371212","1875087.30002789","1330984.02755909","1739560.15888819"
"3-Methylcrotonylglycine","476789.360874598","506063.027216797","498869.968188951","260335.265697406","208858.679956206","290613.699495014","1256823.7469271","1196926.94947499","812252.937999659","1387220.96163716","918115.534039925","2738075.93328655"
"3-Oxododecanoicacid","389922.246157307","269578.871587303","295118.523636985","50836.6912330985","183533.955020256","143327.748388171","24767.1695097319","43640.483992477","42854.9241099619","88832.0581611272","59868.6420940334","42637.850914626"
"3-Ureidoisobutyrate","648198.758174634","360475.803172569","194340.1255447","474876.073625589","432144.009392289","620525.438966651","248878.456412006","210946.093536794","688945.393674755","459616.535217462","159222.31243455","193868.572630722"
"3,11-dihydroxy-6,8-dimethyldodecanoic acid","36880.5477668509","44735.4518451197","25001.7689700848","80245.8021699286","137656.474277961","139986.651336526","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"3,4-dihydro-6,8-dimethoxy-4-hydroxy-4-methyl-3-methyleneisochromen-1-one","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","149409.109013731","208729.431214829","127033.661072516","355105.841647044","732216.437396415","144195.189947134"
"3,5-BIS(TRIFLUOROMETHYL)-1-PHENYLPYRAZOLE","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","2334571.39418875","2236688.53721801","2259340.51544842","2230719.62842992","2396150.29214287","2256781.01017116"
"3,5-Difluoro-4-(tributylstannyl)pyridine","479580.229331842","471886.967848478","544061.650317318","534750.765303989","517220.103789957","477455.063707832","527151.775191719","521608.928763794","555920.707537491","526276.684824583","539504.151272704","535981.08086075"
"3,5,6,7-Tetrahydrotetrazolo[1,5-b][1,2,4]triazine","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","33353128.3086147","9558313.27696925","32130205.146238","32061086.8618321","32703135.2270248","32032276.3863411"
"3,6,9,12,15,18-Hexaoxahenicos-20-yn-1-amine","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","149311.370584482","273059.892587268","179868.344933385","78620.7690156324","72474.6821833491","98529.6365903887"
"3_5-Dihydroxy-1_4-naphthoquinone","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","23425.767904804","21133.7690858883","10569.9734957451","41203.1613207066","87818.4878229904","99331.653503654"
"3_6-Nonadienal","545463.680785622","1027912.614316","558201.086246956","492226.471405805","324931.928352906","993625.945717037","2883108.45755608","1940445.00115964","3900396.90289292","2124577.46797707","1455204.72232579","3642300.87604462"
"3alpha_11beta-Dihydroxy-5alpha-androstane-17-one","336489.582235786","581716.441827647","295872.213269254","16132.432338348","8099.21419140468","4806.47461474984","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-((1-acetoxy-3-methylpentan-2-yl)amino)-3-methyl-4-oxobutanoic acid","2774.9306949215","2810.98329704905","2894.94848994449","2820.32168060986","2773.95444016732","2819.46195856636","675268.555220321","619488.806744567","569154.56036428","290028.542567427","340349.020089223","199673.50249532"
"4-(4-fluorophenyl)-2-(4-hydroxyphenyl)-5-(4-pyridyl)imidazole","2647324.13529576","2582568.28638566","2671147.25225077","2794002.81405856","2859315.82277784","2667735.67383817","2803336.49042981","2821969.920877","2813954.54922499","2761214.83046727","2910168.17507354","2652662.96582882"
"4-(4-methylphenyl)-2-[(4-methylphenyl)thio]-4-oxobutanoic acid","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","786696.173205319","1555458.91230287","730447.74356735","432756.592391424","367100.224013732","473861.511299215"
"4-(5-Amino-1,3,4-oxadiazol-2-yl)-1,2,5-oxadiazol-3-amine","309855.149556429","102010.324953115","328265.528700703","3801998.11578667","2688089.27964694","1939915.89963947","89315.1506798613","205281.283510671","100505.876308535","192572.765666719","261905.061142866","201049.997164691"
"4-(beta-Acetylaminoethyl)imidazole","117318.609417725","104748.612896471","116128.744584989","68463.3492964281","98385.1229043658","59615.931674408","190202.716541516","255081.576862586","157743.323910206","1077202.7866526","348708.372890834","580210.603435038"
"4-(dimethylamino)-6-morpholino-1,3,5-triazine-2-carboxamide","51327.7282830874","45004.9171029478","38593.5923155379","112745.691828749","138846.370104787","77030.2071313602","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-(Methylsulfanyl)-1-nonyl-4-piperidinecarbothioamide","331299.351004262","449995.558204818","306746.948594571","251672.391285428","180473.212540193","177899.261287337","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-(PHENYLTHIO)OCTANOPHENONE","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","239082.485010221","279484.386006037","226461.642405181","73593.5780038897","50751.229751207","29546.548460759"
"4-[2-(4-Methylpentyl)-4-morpholinyl]-4-oxobutanamide","117654.41704156","181090.530644232","165762.008011353","277288.527652559","89968.5700638163","124668.561551152","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-{4-[4-Cyclopropyl-5-(1H-1,2,4-triazol-1-ylmethyl)-4H-1,2,4-triazol-3-yl]-1-piperidinyl}-2-pyrimidinamine","106179.787448911","26897.7339021848","121524.145043391","72263.0341282328","64882.099592133","74095.1161134411","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-Amino-2-[bis(2-methoxyethyl)amino]butanoic acid","41038817.6492019","54273894.2286246","52861350.9189675","32054264.1045762","23249281.673685","23245053.7814295","10799359.4465651","19722596.1154905","15567444.6472974","22908185.2510955","10814801.2894281","38651639.8086866"
"4-Amino-5-hydroxymethyl-2-methylpyrimidine","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","105367.596366667","115444.433828118","126946.2481323","67515.0681700207","103740.542840047","84792.7384846442"
"4-Coumarylalcohol(4-Hydroxycoumarin)","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","44660.1131129785","35259.0228013369","25348.8165320047","75493.8018992523","146176.93000556","154776.065783643"
"4-Cyanotetrafluoropyridine","2191299.09055246","10392187.0687089","1155888.71250458","1394999.79993483","1649754.95618717","5457325.72938105","2371782.18484068","425748.194452423","1598673.74091266","1600323.27369868","1349391.53536616","12293269.422674"
"4-epi-8α-hydroxy-15-epi-brefeldin C","71099.9758400888","61365.6484136386","36504.5861469031","7241.64347855457","77127.5793437927","69438.0360287583","140771.37119877","70876.7864266911","54376.9159663116","196001.175370483","68433.559452405","76756.354095054"
"4-Ethoxy-1-[4-(2-hydroxybutyl)-1-piperazinyl]-2-butanol","33599.7818233937","80566.8674101426","33747.5737041296","36158.9675598074","80715.8933547961","74691.9024972878","62773.9742845579","30907.2608748849","81681.6919129336","62927.9264911566","59586.0637628903","64030.3700909438"
"4-Guanidinobutanal","4232590.97755001","4096100.26475559","657700.915437289","8543419.45339985","10550955.0038952","17596580.5579853","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-Guanidinobutanoate","171384.427069116","352055.661298139","60349.8671955143","1073057.4456254","226182.769420663","428990.029775114","108709.639127145","134494.166340034","65626.7483105128","241665.15870199","108453.41762354","221500.528189227"
"4-Heptyloxyaniline","514562.678655011","520286.286077952","631468.141714106","486886.621894454","1432634.72944185","1278994.2633665","740527.85697618","93528.3121668466","490710.079397167","358755.474191511","306282.719623104","452819.570071111"
"4-Hydroxy-2-butynal","2279894.62184522","2862915.62504702","1988311.98101994","2962077.21630994","2863619.64101274","3217448.97200201","10964369.2710203","18531481.8295843","10325340.0707278","8160252.65791565","6508154.346283","6757499.07926345"
"4-hydroxy-6-[2-(2-methyl-1,2,4a,5,6,7,8,8a-octahydronaphthalen-1-yl)ethyl]oxan-2-one","9572171.87070866","8925996.43783483","6867859.22135078","366432.228811902","342479.373541231","358159.062129609","288483.836080737","173579.011094603","282449.129930341","602306.172706299","218787.910444199","912402.187199397"
"4-Hydroxycinnamoylmethane","469078.484752549","146637.353624403","82229.7066222374","193739.543071123","388277.948711738","254158.797376662","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-Methylene-L-glutamine","129966.315560048","237516.629646487","240748.941808873","70906.7724645808","84005.4623550701","366747.746199523","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606","548.2965307606"
"4-Nonanoylmorpholine","1351273.99692041","1197305.97853625","1654052.25204804","1258198.76375837","3575636.86409623","3614189.78483672","2534056.74348628","261550.206683729","1248677.77357373","822102.216477559","3353820.72307509","1334045.58992181"
