"name","area_11_1_856_S25","area_11_2_856_S25","area_11_3_856_S25","area_11_1_15_S25","area_11_2_15_S25","area_11_3_15_S25","area_11_1_92_S25","area_11_2_92_S25","area_11_3_92_S25","area_2_1_15_J17","area_2_2_15_J17","area_2_3_15_J17","area_2_1_15_J25","area_2_2_15_J25","area_2_3_15_J25","area_2_1_15_S17","area_2_2_15_S17","area_2_3_15_S17","area_2_1_15_S25","area_2_2_15_S25","area_2_3_15_S25","area_8_1_15_S25","area_8_2_15_S25","area_8_3_15_S25","area_10_1_15_J17","area_10_2_15_J17","area_10_3_15_J17","area_10_1_15_J25","area_10_2_15_J25","area_10_3_15_J25","area_11_1_856_J25","area_11_2_856_J25","area_11_3_856_J25","area_11_1_15_J25","area_11_2_15_J25","area_11_3_15_J25","area_11_1_92_J25","area_11_2_92_J25","area_11_3_92_J25","area_8_1_15_S17","area_8_2_15_S17","area_8_3_15_S17"
"group","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","noOTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA","OTA"
"Ethyl N-Boc-DL-nipecotate","766430.710636494","734920.007874811","876285.421258779","1296351.07726886","1332023.22782587","1432688.59887167","246792.400955927","264941.086912347","571409.778559913","122847.760836244","86383.6208910085","95753.3448248192","688767.836486022","199480.927679791","152091.398340544","559720.599593708","409873.578117602","500998.324465543","327078.877153791","463361.852562502","343614.370178988","771622.54987454","1018503.27419554","1029515.12728252","710835.361043445","618994.309872864","748078.126162072","421314.360750106","541474.727917865","464489.721073039","383795.33385793","716096.597269772","733245.129987515","779596.367234876","840705.34399578","760154.471644947","234861.172214705","633605.991260357","184335.387316177","450149.715391475","598006.562890309","661366.307859847"
"Ethyl3-oxohexanoate","215964.327477176","291706.281403396","329529.791899217","929963.125622365","729868.114920126","698497.212940613","332856.374495129","334718.702911923","335977.715304146","221979.244011697","341656.464258036","83511.0399463254","427823.447306379","369960.370892571","287619.797474341","659417.609956258","649297.889414075","724307.778828299","873700.647281184","1413503.18107093","1919322.38181523","1296008.44195652","2393499.66002167","2435924.02949694","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"Eugenol;4-Allylguaiacol","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","10425751.586967","14050120.1315808","11913132.4679369","8459049.11638167","8354613.53285682","5477668.89272499","9411093.14262772","3586015.20201879","7017617.5121347","9351736.95783296","6801826.67896147","9627127.39070608","1770976.43976363","3624950.99516093","1420517.31125052","4737801.1118816","3665368.81284867","3496240.81065589"
"F1839-B","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","975072.055378396","798348.898796156","1286542.25702435","1028042.48313244","881194.669177042","918053.681456528","1665813.94889649","1139621.07834709","1453216.5046983","1082075.51202689","1221208.82592836","1149846.41963368","1175916.46960339","1613876.43239658","1565539.19650285","1696785.37282465","1512711.0468624","1412378.57121046"
"Furfuranol","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","12059541.5532065","15715769.0265173","12018647.3886642","13138737.3684172","17556273.8522769","19299762.1230733","32928897.788524","24462380.9767875","29184599.6957756","15053814.0025807","18972097.7398832","17537322.6692481","8463031.99106276","11012914.3904927","9319610.81335394","5716898.42433432","4975991.23093106","5709314.17224343"
"Guanosine","150893.203634639","267910.633382046","294112.407174259","1074709.90366843","1057043.13861552","2283584.02019865","287314.025325268","700070.573517921","873231.517868141","3131705.9928517","4594185.83976279","3345198.38192147","3464478.10550882","880313.700608554","2599589.26870759","1924059.77626212","1397168.4631183","1910456.23281586","3261205.42613564","4484769.9732346","3186407.54938381","2471450.95664466","5742973.64331567","6043231.4752817","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"Hexadeca-5,9-dienoic acid","897939.212484308","836954.150218133","1054942.41877582","649755.872055721","738486.377161037","673614.590826747","1508695.206325","1205603.96893326","1194261.59441601","1719884.84822601","1326118.6454455","1363784.40370608","550719.950647549","534434.989608904","532689.77968083","3012199.72262351","2478663.0731417","3777816.09925543","1585557.41536965","1900918.46888371","1552193.18067092","291660.742115675","367975.752001613","307618.996347757","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977"
"Hexanoylcarnitine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","440765.412790177","371910.24863806","357035.893611621","561334.559330318","969888.741504756","1022794.21808129","635398.333535466","900227.493625704","1055593.47188939","1033015.67875715","1314070.07839735","1191405.71766067","413267.685752149","754149.058618491","363943.837793275","266260.590559543","370804.052599436","385225.460417915"
"Hydroxymethyldecylparaben","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","258418.012399133","255915.492821455","191384.738332233","730495.340668954","223982.927019028","412785.98007205","313941.407125517","98552.4142018876","261358.921866558","513629.350079045","175480.28867232","233178.91671199","352553.609355483","474299.577406968","480864.428542609","769202.627687366","473306.965987564","362779.522304364"
"Icaridin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","678087.606232495","314624.291561009","861029.552009109","595006.796506062","511680.782994611","624834.802804212","729046.006556221","1239041.10967625","658022.553498525","470308.863954432","318081.92168899","300859.031332334","586715.41645837","401759.951071684","364692.052721076","481128.047372714","629674.31699949","470917.055728259"
"ID6475000","9178255.11370039","8367802.53618126","10625430.3358774","8956207.06908621","11249381.7314216","12227687.7591594","8969146.67612944","10850426.2810669","13332600.5161705","14675130.3854023","13737038.6586766","12601820.8320309","10658928.8313035","8223821.31904913","7018403.04596936","2568593.2167305","2281216.33006775","2341616.3091302","2701701.95995671","5125120.47285815","3292542.57901413","7652306.71883671","8350398.88883537","6031085.4949547","11612784.5194629","17334363.1287722","15081905.1052086","22689597.8628703","15201589.9443426","25861708.1993773","16864588.9107152","12598081.6681402","16160410.3142982","20704257.0189735","11058562.563979","24509326.7964567","14864696.0880361","42253923.5942231","11037848.6634249","8365010.81703632","7287190.22390856","8084577.50361543"
"Indole;1-Benzazole","5788865.02596496","5291407.33421425","4146965.14344448","2456874.55395374","3817654.02747662","3569426.90477323","4013587.89886924","3295667.9407769","9465953.66612071","5759473.17756891","2458249.78945958","1435012.63910833","1489574.90020993","1432608.32292454","3054262.33429679","1544624.08005402","1221873.78640805","1429811.26057655","2873296.41939202","3663916.76400227","3089706.89743412","1498576.24267494","2855028.85204068","1327080.05337934","868830.470427917","653852.90112572","955379.198184039","1033076.25504493","1244188.25635705","953806.621811537","5507436.92751851","5125866.43739832","6918211.2281905","3966885.15692816","2273326.28491224","2187352.79569905","7595507.86834813","3933324.63619483","3944103.23015389","2923402.39723092","2272965.67324706","2538078.37196352"
"Indoline","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","209443.442738799","344108.15313285","410683.556659707","374658.46622538","293818.296834179","104712.289894493","800826.97067044","886678.286127944","755375.945756732","790743.94975326","753393.8745792","690339.166335857","939660.831506991","943102.879005827","973934.138068523","540930.741094574","551305.424539065","525830.645560535"
"Isoprene","9146024.11428838","5353147.12040025","6739739.01009002","6398753.92091955","11390174.2630674","11178192.5226312","9105779.33578268","6494996.26865201","6384479.49139725","4677804.64619461","3894878.52579523","4250615.73935586","4672253.41134004","5891040.80656228","4735208.70899538","643515.230663994","609076.796003678","1563637.63833768","1677780.32059748","1594862.32169106","2173256.89199279","2525561.33019616","351769.912603508","2501132.26722536","13956794.7494221","9929207.43652468","12663816.8114974","11456545.3136727","10531750.5134117","9368193.94147055","7370056.49604125","8596964.84664269","7565600.62621217","9066001.85679815","10862926.873304","11829251.4035184","7221638.9248616","5381775.29139195","7678875.97203574","6546173.14083419","5443230.6376648","5172982.55169762"
"L-Hypoglycin","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","312315.239537715","314628.878933991","194869.442465078","542896.950793392","257975.83004362","697235.810437392","1537190.62805149","1426040.2588488","2176678.79459623","1541729.53834736","906052.868396305","1603047.88231942","2129463.05802653","7000904.6360859","1951752.90799102","858967.704727666","1795607.12850001","1922513.89506859"
"L-Kynurenine","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","277579.21313469","501285.284697963","544285.311936335","516177.995864788","269541.755428238","125614.968959142","1436548.83935545","2124622.34791492","2333857.00802834","973139.946832297","547563.376353144","1039264.51575528","1359115.77741332","1005119.47997098","1277282.42323691","335801.105105362","483939.026037629","297171.190825485"
"L-Tyrosinemethylester","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","11695.0862688977","176024.532855852","192336.86144934","173698.455877919","1531855.0629547","687598.965667668","950117.744557373","387492.136424035","613609.576519404","554610.492338981","1545392.92068947","163791.134355495","1308022.8587333","483358.68096118","1763964.64129983","348548.240373503","684500.653370294","1015308.14630217","844675.361816797"
